64 128 
1 2 1
2 3 1
3 4 -1
4 5 1
5 6 -1
6 7 1
7 8 -1
8 1 -1
9 10 -1
10 11 1
11 12 -1
12 13 1
13 14 -1
14 15 -1
15 16 -1
16 9 1
17 18 1
18 19 -1
19 20 -1
20 21 1
21 22 1
22 23 1
23 24 -1
24 17 -1
25 26 1
26 27 -1
27 28 1
28 29 1
29 30 1
30 31 -1
31 32 1
32 25 -1
33 34 1
34 35 -1
35 36 -1
36 37 1
37 38 -1
38 39 1
39 40 -1
40 33 -1
41 42 1
42 43 -1
43 44 -1
44 45 1
45 46 1
46 47 -1
47 48 -1
48 41 -1
49 50 -1
50 51 -1
51 52 1
52 53 -1
53 54 1
54 55 -1
55 56 -1
56 49 1
57 58 1
58 59 -1
59 60 1
60 61 1
61 62 1
62 63 -1
63 64 1
64 57 -1
1 9 -1
2 10 1
3 11 1
4 12 -1
5 13 1
6 14 1
7 15 -1
8 16 -1
9 17 -1
10 18 -1
11 19 1
12 20 -1
13 21 1
14 22 -1
15 23 -1
16 24 -1
17 25 1
18 26 1
19 27 -1
20 28 -1
21 29 -1
22 30 -1
23 31 1
24 32 -1
25 33 1
26 34 1
27 35 -1
28 36 1
29 37 1
30 38 -1
31 39 1
32 40 -1
33 41 1
34 42 -1
35 43 -1
36 44 1
37 45 1
38 46 -1
39 47 -1
40 48 -1
41 49 1
42 50 1
43 51 1
44 52 1
45 53 1
46 54 1
47 55 -1
48 56 -1
49 57 1
50 58 1
51 59 1
52 60 1
53 61 -1
54 62 -1
55 63 1
56 64 -1
57 1 -1
58 2 1
59 3 1
60 4 1
61 5 1
62 6 -1
63 7 1
64 8 1
