144 288 
1 2 10755
2 3 33769
3 4 63011
4 5 28508
5 6 -58492
6 7 -257664
7 8 63164
8 9 -22457
9 10 -24805
10 11 106810
11 12 23675
12 1 -19968
13 14 -93832
14 15 82021
15 16 9440
16 17 -91314
17 18 81681
18 19 -92736
19 20 -99483
20 21 -134602
21 22 41429
22 23 71786
23 24 82766
24 13 5848
25 26 312072
26 27 -5526
27 28 -141522
28 29 133693
29 30 -73888
30 31 -165594
31 32 -89849
32 33 55712
33 34 -377
34 35 -18488
35 36 113545
36 25 -72333
37 38 97182
38 39 -44912
39 40 76926
40 41 109316
41 42 -16823
42 43 70554
43 44 -166014
44 45 75596
45 46 105116
46 47 42769
47 48 -20585
48 37 11265
49 50 -118659
50 51 -5619
51 52 -82458
52 53 -73075
53 54 95098
54 55 -63944
55 56 -171964
56 57 71238
57 58 81577
58 59 -73411
59 60 97685
60 49 157855
61 62 38158
62 63 18681
63 64 -138320
64 65 39052
65 66 -65050
66 67 67836
67 68 -50847
68 69 -138198
69 70 -200737
70 71 -96092
71 72 -39009
72 61 -49152
73 74 40732
74 75 -40115
75 76 -50946
76 77 -81168
77 78 129664
78 79 2912
79 80 -29372
80 81 -6812
81 82 -48722
82 83 98812
83 84 -187692
84 73 37583
85 86 -110609
86 87 -80847
87 88 15452
88 89 195644
89 90 103045
90 91 -132898
91 92 48642
92 93 -44009
93 94 102285
94 95 -30651
95 96 75908
96 85 -106105
97 98 166055
98 99 -25883
99 100 -63875
100 101 -5774
101 102 26527
102 103 31858
103 104 115588
104 105 25723
105 106 82642
106 107 -8239
107 108 136157
108 97 -10995
109 110 -47049
110 111 -143326
111 112 -31270
112 113 165546
113 114 -38462
114 115 -75532
115 116 32948
116 117 61277
117 118 -99699
118 119 -146398
119 120 176870
120 109 -266205
121 122 91570
122 123 -108716
123 124 172987
124 125 -8715
125 126 -151825
126 127 -27446
127 128 -137779
128 129 132027
129 130 107900
130 131 99956
131 132 9448
132 121 89771
133 134 -81262
134 135 -14595
135 136 110184
136 137 -3650
137 138 -59089
138 139 -161932
139 140 -129518
140 141 84026
141 142 -67490
142 143 186653
143 144 132433
144 133 67448
1 13 -172169
2 14 74009
3 15 -47118
4 16 -40983
5 17 57761
6 18 -31201
7 19 -175606
8 20 -69349
9 21 109712
10 22 -71764
11 23 -162330
12 24 97330
13 25 -211439
14 26 34762
15 27 34545
16 28 88255
17 29 96999
18 30 47613
19 31 56199
20 32 177465
21 33 -4687
22 34 24559
23 35 77337
24 36 62430
25 37 -15442
26 38 -218021
27 39 77230
28 40 38120
29 41 86771
30 42 -23324
31 43 -137219
32 44 96426
33 45 -153777
34 46 -120192
35 47 -101471
36 48 12915
37 49 -9584
38 50 -60431
39 51 -43830
40 52 118346
41 53 34081
42 54 -57934
43 55 136793
44 56 -83577
45 57 -6235
46 58 14621
47 59 80456
48 60 -78688
49 61 16672
50 62 26590
51 63 -6464
52 64 83717
53 65 42192
54 66 167029
55 67 -53649
56 68 -244516
57 69 -113751
58 70 123625
59 71 -190447
60 72 -78797
61 73 108695
62 74 86796
63 75 151176
64 76 -137862
65 77 869
66 78 -51902
67 79 34620
68 80 -63496
69 81 55963
70 82 -74351
71 83 -45534
72 84 208662
73 85 103747
74 86 -104214
75 87 14464
76 88 208201
77 89 -90180
78 90 -89845
79 91 15308
80 92 113966
81 93 -100943
82 94 -107982
83 95 -25888
84 96 -176537
85 97 159125
86 98 87587
87 99 261849
88 100 27242
89 101 -100302
90 102 44666
91 103 -54568
92 104 158376
93 105 -145259
94 106 -3375
95 107 -68133
96 108 -9476
97 109 79234
98 110 246414
99 111 192868
100 112 -76475
101 113 75234
102 114 10909
103 115 -147289
104 116 157958
105 117 105847
106 118 -22715
107 119 149000
108 120 166448
109 121 73556
110 122 38293
111 123 97509
112 124 119492
113 125 582
114 126 -99431
115 127 18180
116 128 -71498
117 129 51112
118 130 -130297
119 131 -167284
120 132 68849
121 133 74225
122 134 -41723
123 135 96011
124 136 -118967
125 137 -75664
126 138 205038
127 139 -18975
128 140 -107289
129 141 64660
130 142 29014
131 143 5539
132 144 129777
133 1 -98520
134 2 22018
135 3 39171
136 4 37826
137 5 18228
138 6 95005
139 7 -30988
140 8 -18426
141 9 42922
142 10 91789
143 11 131248
144 12 -41764
