256 512 
1 2 -1
2 3 1
3 4 -1
4 5 1
5 6 -1
6 7 1
7 8 1
8 9 1
9 10 -1
10 11 1
11 12 1
12 13 1
13 14 1
14 15 -1
15 16 -1
16 1 -1
17 18 -1
18 19 1
19 20 1
20 21 -1
21 22 1
22 23 1
23 24 -1
24 25 1
25 26 1
26 27 -1
27 28 -1
28 29 1
29 30 1
30 31 1
31 32 1
32 17 -1
33 34 -1
34 35 1
35 36 -1
36 37 1
37 38 1
38 39 -1
39 40 1
40 41 1
41 42 1
42 43 -1
43 44 1
44 45 1
45 46 1
46 47 -1
47 48 -1
48 33 1
49 50 -1
50 51 1
51 52 -1
52 53 -1
53 54 -1
54 55 1
55 56 1
56 57 1
57 58 1
58 59 1
59 60 -1
60 61 1
61 62 -1
62 63 -1
63 64 1
64 49 1
65 66 -1
66 67 -1
67 68 -1
68 69 -1
69 70 1
70 71 -1
71 72 1
72 73 -1
73 74 1
74 75 1
75 76 -1
76 77 -1
77 78 1
78 79 -1
79 80 -1
80 65 1
81 82 1
82 83 -1
83 84 1
84 85 -1
85 86 -1
86 87 -1
87 88 1
88 89 1
89 90 -1
90 91 1
91 92 -1
92 93 -1
93 94 1
94 95 1
95 96 1
96 81 -1
97 98 -1
98 99 -1
99 100 1
100 101 1
101 102 1
102 103 1
103 104 -1
104 105 1
105 106 1
106 107 1
107 108 -1
108 109 -1
109 110 1
110 111 -1
111 112 1
112 97 1
113 114 1
114 115 1
115 116 -1
116 117 -1
117 118 1
118 119 -1
119 120 -1
120 121 1
121 122 1
122 123 1
123 124 -1
124 125 -1
125 126 -1
126 127 -1
127 128 1
128 113 -1
129 130 1
130 131 -1
131 132 1
132 133 -1
133 134 -1
134 135 1
135 136 -1
136 137 -1
137 138 -1
138 139 -1
139 140 1
140 141 -1
141 142 1
142 143 1
143 144 -1
144 129 1
145 146 1
146 147 1
147 148 1
148 149 -1
149 150 1
150 151 1
151 152 -1
152 153 -1
153 154 -1
154 155 -1
155 156 1
156 157 1
157 158 -1
158 159 1
159 160 -1
160 145 1
161 162 1
162 163 1
163 164 -1
164 165 -1
165 166 -1
166 167 1
167 168 -1
168 169 -1
169 170 1
170 171 1
171 172 1
172 173 -1
173 174 -1
174 175 -1
175 176 -1
176 161 -1
177 178 1
178 179 -1
179 180 -1
180 181 1
181 182 -1
182 183 1
183 184 -1
184 185 1
185 186 -1
186 187 -1
187 188 1
188 189 -1
189 190 1
190 191 1
191 192 -1
192 177 1
193 194 -1
194 195 1
195 196 1
196 197 -1
197 198 -1
198 199 -1
199 200 1
200 201 -1
201 202 -1
202 203 1
203 204 -1
204 205 -1
205 206 -1
206 207 -1
207 208 1
208 193 1
209 210 -1
210 211 -1
211 212 -1
212 213 1
213 214 -1
214 215 1
215 216 1
216 217 -1
217 218 1
218 219 -1
219 220 1
220 221 1
221 222 1
222 223 -1
223 224 -1
224 209 -1
225 226 -1
226 227 1
227 228 1
228 229 -1
229 230 1
230 231 1
231 232 -1
232 233 1
233 234 -1
234 235 -1
235 236 1
236 237 -1
237 238 1
238 239 -1
239 240 -1
240 225 -1
241 242 -1
242 243 -1
243 244 1
244 245 -1
245 246 -1
246 247 1
247 248 -1
248 249 1
249 250 1
250 251 -1
251 252 -1
252 253 1
253 254 -1
254 255 1
255 256 -1
256 241 1
1 17 -1
2 18 1
3 19 1
4 20 -1
5 21 -1
6 22 -1
7 23 1
8 24 -1
9 25 1
10 26 1
11 27 1
12 28 1
13 29 -1
14 30 -1
15 31 1
16 32 1
17 33 1
18 34 1
19 35 -1
20 36 1
21 37 -1
22 38 -1
23 39 -1
24 40 -1
25 41 -1
26 42 1
27 43 1
28 44 1
29 45 -1
30 46 1
31 47 1
32 48 -1
33 49 1
34 50 -1
35 51 -1
36 52 1
37 53 1
38 54 -1
39 55 -1
40 56 1
41 57 -1
42 58 -1
43 59 1
44 60 1
45 61 1
46 62 -1
47 63 -1
48 64 1
49 65 -1
50 66 1
51 67 -1
52 68 1
53 69 -1
54 70 1
55 71 1
56 72 1
57 73 1
58 74 -1
59 75 1
60 76 -1
61 77 1
62 78 -1
63 79 1
64 80 -1
65 81 1
66 82 -1
67 83 1
68 84 1
69 85 1
70 86 -1
71 87 -1
72 88 -1
73 89 -1
74 90 -1
75 91 -1
76 92 -1
77 93 -1
78 94 1
79 95 -1
80 96 1
81 97 -1
82 98 -1
83 99 1
84 100 1
85 101 -1
86 102 -1
87 103 1
88 104 -1
89 105 -1
90 106 -1
91 107 1
92 108 1
93 109 -1
94 110 1
95 111 1
96 112 -1
97 113 -1
98 114 1
99 115 -1
100 116 1
101 117 1
102 118 -1
103 119 1
104 120 1
105 121 -1
106 122 -1
107 123 1
108 124 1
109 125 1
110 126 1
111 127 -1
112 128 1
113 129 -1
114 130 -1
115 131 1
116 132 -1
117 133 1
118 134 1
119 135 -1
120 136 -1
121 137 -1
122 138 -1
123 139 1
124 140 -1
125 141 1
126 142 1
127 143 1
128 144 -1
129 145 -1
130 146 1
131 147 -1
132 148 -1
133 149 1
134 150 1
135 151 -1
136 152 1
137 153 1
138 154 -1
139 155 -1
140 156 1
141 157 1
142 158 -1
143 159 -1
144 160 1
145 161 -1
146 162 -1
147 163 1
148 164 1
149 165 1
150 166 -1
151 167 1
152 168 1
153 169 -1
154 170 -1
155 171 -1
156 172 1
157 173 -1
158 174 -1
159 175 1
160 176 1
161 177 -1
162 178 -1
163 179 -1
164 180 -1
165 181 1
166 182 1
167 183 1
168 184 -1
169 185 1
170 186 1
171 187 -1
172 188 1
173 189 -1
174 190 1
175 191 1
176 192 1
177 193 1
178 194 1
179 195 1
180 196 1
181 197 -1
182 198 -1
183 199 1
184 200 1
185 201 -1
186 202 1
187 203 1
188 204 1
189 205 -1
190 206 -1
191 207 -1
192 208 1
193 209 1
194 210 1
195 211 1
196 212 -1
197 213 -1
198 214 1
199 215 -1
200 216 1
201 217 -1
202 218 1
203 219 -1
204 220 -1
205 221 -1
206 222 1
207 223 -1
208 224 -1
209 225 -1
210 226 1
211 227 1
212 228 1
213 229 1
214 230 -1
215 231 1
216 232 -1
217 233 1
218 234 1
219 235 -1
220 236 1
221 237 1
222 238 -1
223 239 1
224 240 -1
225 241 1
226 242 -1
227 243 1
228 244 -1
229 245 -1
230 246 -1
231 247 -1
232 248 1
233 249 -1
234 250 1
235 251 1
236 252 -1
237 253 1
238 254 1
239 255 1
240 256 1
241 1 -1
242 2 1
243 3 -1
244 4 -1
245 5 -1
246 6 -1
247 7 -1
248 8 -1
249 9 -1
250 10 -1
251 11 -1
252 12 1
253 13 1
254 14 -1
255 15 1
256 16 1
