190 1796 
1 53 1
1 60 1
1 111 1
1 62 1
1 44 1
1 37 1
1 115 1
1 103 1
1 126 1
1 4 1
1 64 1
1 188 1
1 141 1
2 146 1
2 34 1
2 171 1
2 39 1
2 167 1
2 120 1
2 76 1
2 43 1
2 93 1
2 6 1
2 71 1
2 159 1
2 110 1
2 83 1
2 185 1
2 118 1
2 20 1
2 168 1
3 144 1
3 60 1
3 143 1
3 21 1
3 44 1
3 58 1
3 46 1
3 99 1
3 47 1
3 185 1
3 134 1
3 166 1
3 64 1
3 139 1
3 76 1
3 90 1
3 52 1
3 127 1
3 147 1
4 179 1
4 127 1
4 106 1
4 63 1
4 166 1
4 148 1
4 59 1
4 56 1
4 137 1
4 62 1
4 172 1
4 185 1
4 178 1
5 34 1
5 138 1
5 150 1
5 71 1
5 70 1
5 134 1
5 51 1
5 21 1
5 40 1
5 8 1
5 125 1
5 17 1
5 11 1
5 110 1
5 118 1
5 60 1
5 157 1
5 92 1
6 93 1
6 164 1
6 161 1
6 41 1
6 40 1
6 122 1
6 152 1
6 185 1
6 66 1
6 54 1
6 9 1
7 14 1
7 175 1
7 168 1
7 24 1
7 16 1
7 28 1
7 97 1
7 129 1
7 189 1
7 64 1
7 47 1
7 53 1
7 116 1
7 109 1
7 145 1
7 8 1
7 52 1
7 171 1
8 64 1
8 120 1
8 80 1
8 112 1
8 188 1
8 12 1
8 42 1
8 73 1
8 33 1
8 147 1
8 89 1
8 153 1
8 136 1
8 113 1
8 50 1
8 48 1
8 172 1
8 17 1
8 75 1
8 74 1
8 65 1
8 15 1
8 24 1
9 186 1
9 81 1
9 71 1
9 149 1
9 172 1
9 60 1
9 93 1
9 170 1
9 151 1
9 184 1
9 38 1
9 129 1
9 75 1
9 42 1
9 176 1
9 28 1
9 115 1
9 50 1
9 128 1
9 37 1
10 41 1
10 30 1
10 151 1
10 31 1
10 120 1
10 53 1
10 150 1
10 81 1
10 127 1
10 132 1
10 97 1
10 87 1
10 11 1
11 65 1
11 64 1
11 156 1
11 176 1
11 126 1
11 138 1
11 14 1
11 81 1
11 74 1
11 148 1
11 150 1
11 122 1
11 56 1
11 32 1
11 21 1
11 170 1
11 119 1
12 70 1
12 161 1
12 53 1
12 49 1
12 24 1
12 160 1
12 174 1
12 52 1
12 75 1
12 91 1
12 146 1
12 147 1
12 34 1
12 23 1
12 58 1
12 63 1
12 38 1
13 161 1
13 168 1
13 47 1
13 70 1
13 59 1
13 139 1
13 166 1
13 158 1
13 73 1
13 120 1
13 108 1
13 79 1
13 159 1
13 58 1
13 32 1
13 62 1
13 177 1
13 53 1
13 171 1
13 119 1
13 118 1
13 151 1
13 69 1
13 86 1
14 167 1
14 147 1
14 36 1
14 21 1
14 83 1
14 17 1
14 108 1
14 70 1
14 46 1
14 79 1
14 136 1
14 184 1
14 78 1
14 56 1
14 91 1
14 189 1
14 65 1
14 18 1
14 76 1
14 121 1
14 25 1
14 93 1
14 130 1
14 74 1
15 116 1
15 94 1
15 26 1
15 79 1
15 109 1
15 160 1
15 136 1
15 127 1
15 30 1
15 74 1
15 159 1
15 185 1
15 125 1
15 173 1
15 87 1
15 134 1
15 48 1
16 24 1
16 54 1
16 114 1
16 171 1
16 163 1
16 69 1
16 176 1
16 49 1
16 100 1
16 22 1
16 75 1
16 164 1
16 179 1
16 85 1
16 64 1
16 116 1
17 103 1
17 139 1
17 89 1
17 161 1
17 26 1
17 134 1
17 172 1
17 55 1
17 115 1
17 145 1
17 173 1
17 28 1
17 27 1
17 79 1
17 61 1
17 53 1
17 96 1
18 174 1
18 143 1
18 112 1
18 155 1
18 32 1
18 188 1
18 175 1
18 159 1
18 45 1
18 49 1
18 48 1
18 84 1
18 68 1
18 123 1
18 59 1
18 97 1
18 81 1
18 122 1
18 74 1
