170 1437 
1 141 1
1 104 1
1 143 1
1 27 1
1 135 1
1 19 1
1 74 1
1 20 1
1 106 1
1 94 1
1 90 1
1 16 1
1 92 1
1 157 1
1 38 1
1 23 1
1 48 1
1 13 1
1 99 1
1 120 1
2 140 1
2 37 1
2 14 1
2 84 1
2 158 1
2 7 1
2 63 1
2 94 1
2 151 1
2 80 1
2 111 1
2 4 1
2 83 1
2 38 1
2 41 1
2 100 1
2 119 1
2 156 1
2 98 1
3 115 1
3 23 1
3 161 1
3 72 1
3 65 1
3 155 1
3 153 1
3 83 1
3 120 1
3 17 1
3 165 1
3 154 1
3 7 1
3 106 1
3 114 1
4 66 1
4 90 1
4 34 1
4 165 1
4 60 1
4 7 1
4 146 1
4 6 1
4 20 1
4 136 1
4 82 1
4 152 1
4 48 1
4 74 1
5 49 1
5 88 1
5 10 1
5 126 1
5 143 1
5 57 1
5 95 1
5 68 1
5 51 1
5 14 1
5 164 1
5 89 1
5 59 1
5 100 1
5 165 1
5 73 1
5 117 1
5 137 1
6 140 1
6 146 1
6 30 1
6 90 1
6 39 1
6 52 1
6 43 1
6 143 1
6 38 1
6 153 1
6 150 1
7 166 1
7 84 1
7 151 1
7 92 1
7 154 1
7 79 1
7 43 1
7 53 1
7 167 1
7 42 1
7 66 1
7 120 1
7 50 1
8 83 1
8 42 1
8 77 1
8 99 1
8 78 1
8 155 1
8 15 1
8 80 1
8 159 1
8 115 1
8 133 1
8 161 1
8 18 1
8 44 1
8 96 1
8 94 1
8 23 1
8 64 1
8 119 1
9 33 1
9 131 1
9 137 1
9 60 1
9 70 1
9 157 1
9 67 1
9 81 1
9 35 1
9 13 1
9 164 1
9 107 1
9 21 1
9 94 1
9 108 1
9 24 1
9 135 1
9 93 1
9 64 1
9 147 1
10 103 1
10 95 1
10 146 1
10 150 1
10 28 1
10 65 1
10 25 1
10 64 1
10 35 1
11 70 1
11 26 1
11 133 1
11 34 1
11 107 1
11 44 1
11 98 1
11 136 1
11 168 1
11 161 1
12 43 1
12 127 1
12 96 1
12 51 1
12 169 1
12 133 1
12 36 1
12 97 1
12 22 1
12 59 1
12 21 1
12 62 1
12 28 1
12 77 1
12 138 1
12 63 1
12 94 1
12 103 1
13 89 1
13 157 1
13 111 1
13 17 1
13 62 1
13 51 1
13 106 1
13 24 1
13 38 1
13 81 1
13 147 1
13 145 1
13 92 1
14 51 1
14 146 1
14 84 1
14 101 1
14 152 1
14 159 1
14 120 1
14 122 1
14 155 1
14 45 1
14 65 1
14 128 1
14 85 1
14 115 1
15 118 1
15 105 1
15 109 1
15 157 1
15 131 1
15 46 1
15 166 1
15 98 1
15 35 1
15 159 1
15 125 1
15 101 1
15 65 1
15 57 1
15 88 1
15 127 1
15 161 1
15 83 1
15 36 1
15 86 1
16 21 1
16 167 1
16 112 1
16 58 1
16 133 1
16 69 1
16 78 1
16 113 1
16 29 1
16 107 1
16 67 1
16 91 1
16 118 1
16 146 1
16 169 1
17 138 1
17 39 1
17 21 1
17 143 1
17 152 1
17 144 1
17 151 1
17 74 1
17 154 1
17 45 1
17 63 1
17 132 1
17 131 1
17 64 1
17 155 1
17 168 1
18 133 1
18 164 1
18 158 1
18 29 1
18 168 1
18 70 1
18 116 1
18 84 1
18 28 1
18 165 1
18 142 1
18 22 1
18 157 1
18 19 1
18 169 1
18 69 1
18 107 1
18 91 1
18 64 1
19 49 1
19 162 1
19 62 1
19 84 1
19 124 1
19 45 1
19 79 1
19 78 1
19 135 1
19 97 1
19 63 1
19 67 1
19 160 1
19 64 1
19 117 1
19 119 1
19 148 1
20 69 1
20 119 1
20 157 1
20 103 1
20 133 1
20 24 1
20 152 1
20 96 1
20 63 1
20 151 1
20 22 1
20 159 1
20 154 1
20 109 1
21 70 1
21 129 1
21 102 1
21 124 1
21 104 1
21 44 1
21 151 1
21 158 1
21 96 1
21 114 1
21 144 1
21 148 1
21 27 1
21 60 1
22 163 1
22 145 1
22 94 1
22 59 1
22 49 1
22 105 1
22 65 1
22 68 1
22 50 1
22 102 1
22 46 1
22 27 1
22 167 1
22 115 1
23 36 1
23 104 1
23 118 1
23 129 1
23 105 1
23 106 1
23 97 1
23 42 1
23 39 1
23 114 1
23 107 1
24 74 1
24 35 1
24 118 1
24 134 1
24 79 1
24 83 1
24 91 1
24 96 1
24 120 1
24 43 1
24 168 1
24 45 1
24 158 1
25 134 1
25 90 1
25 149 1
25 62 1
25 29 1
25 123 1
25 157 1
25 94 1
25 115 1
25 114 1
25 56 1
25 151 1
25 104 1
25 28 1
25 81 1
25 126 1
25 102 1
26 101 1
26 94 1
26 68 1
26 74 1
26 45 1
26 163 1
26 37 1
26 159 1
26 119 1
26 46 1
26 57 1
26 131 1
26 41 1
27 111 1
27 87 1
27 161 1
27 103 1
27 118 1
27 64 1
27 125 1
27 58 1
27 62 1
27 79 1
27 48 1
27 30 1
27 80 1
27 83 1
27 90 1
27 110 1
27 38 1
28 106 1
28 123 1
28 113 1
28 144 1
28 83 1
28 136 1
28 94 1
28 76 1
28 43 1
28 50 1
28 145 1
29 70 1
29 162 1
29 164 1
29 74 1
29 34 1
29 53 1
29 118 1
29 141 1
29 88 1
29 109 1
29 139 1
29 79 1
29 143 1
29 108 1
29 94 1
29 48 1
29 41 1
30 50 1
30 84 1
30 119 1
30 87 1
30 60 1
30 82 1
30 45 1
30 76 1
30 42 1
30 109 1
30 90 1
30 150 1
30 41 1
30 99 1
30 145 1
31 128 1
31 48 1
31 116 1
31 159 1
31 43 1
31 161 1
31 82 1
31 52 1
32 146 1
32 110 1
32 56 1
32 99 1
32 86 1
32 44 1
32 33 1
32 107 1
32 167 1
32 155 1
32 105 1
32 60 1
32 121 1
33 169 1
33 122 1
33 51 1
33 49 1
33 67 1
33 38 1
33 62 1
33 119 1
33 125 1
33 118 1
33 40 1
33 56 1
33 121 1
33 133 1
33 123 1
33 144 1
33 104 1
33 106 1
34 80 1
34 79 1
34 46 1
34 121 1
34 153 1
34 128 1
34 123 1
34 148 1
34 68 1
34 108 1
34 71 1
34 42 1
34 132 1
34 115 1
34 156 1
34 98 1
35 56 1
35 49 1
35 58 1
35 123 1
35 136 1
35 120 1
35 69 1
35 89 1
35 83 1
35 134 1
35 106 1
36 41 1
36 155 1
36 49 1
36 57 1
36 88 1
36 48 1
36 50 1
36 92 1
36 96 1
36 64 1
36 150 1
37 169 1
37 139 1
37 142 1
37 95 1
37 57 1
37 48 1
37 152 1
38 169 1
38 59 1
38 70 1
38 87 1
38 155 1
38 152 1
38 124 1
38 72 1
38 84 1
38 39 1
38 162 1
38 91 1
38 114 1
38 130 1
38 122 1
38 121 1
38 76 1
38 158 1
39 155 1
39 49 1
39 164 1
39 163 1
39 162 1
39 80 1
39 68 1
39 127 1
39 141 1
39 45 1
39 146 1
39 151 1
39 61 1
39 154 1
39 59 1
39 71 1
39 158 1
39 82 1
39 63 1
39 108 1
40 152 1
40 150 1
40 75 1
40 111 1
40 123 1
40 42 1
40 122 1
40 69 1
40 129 1
40 95 1
41 82 1
41 154 1
41 169 1
41 58 1
41 118 1
41 99 1
41 151 1
41 164 1
41 167 1
41 152 1
41 57 1
41 53 1
41 83 1
41 77 1
41 108 1
41 145 1
41 128 1
41 121 1
42 127 1
42 105 1
42 153 1
42 76 1
42 128 1
42 101 1
42 108 1
42 95 1
42 63 1
42 71 1
42 147 1
42 93 1
42 113 1
42 94 1
42 48 1
42 70 1
42 57 1
43 134 1
43 107 1
43 44 1
43 93 1
43 143 1
43 166 1
43 137 1
43 125 1
43 110 1
43 120 1
43 76 1
43 64 1
43 142 1
43 79 1
43 158 1
43 68 1
43 67 1
44 102 1
44 158 1
44 54 1
44 51 1
44 87 1
44 79 1
44 127 1
44 99 1
44 166 1
44 64 1
45 64 1
45 100 1
45 67 1
45 149 1
45 107 1
45 94 1
45 147 1
45 148 1
45 86 1
45 131 1
45 91 1
45 60 1
45 130 1
45 151 1
45 49 1
46 120 1
46 133 1
46 76 1
46 53 1
46 126 1
46 155 1
46 78 1
46 90 1
46 64 1
46 143 1
47 76 1
47 157 1
47 99 1
47 146 1
47 127 1
47 103 1
47 165 1
47 133 1
47 138 1
47 79 1
47 137 1
48 79 1
48 81 1
48 161 1
48 155 1
48 117 1
48 83 1
48 145 1
48 118 1
48 57 1
49 143 1
49 146 1
49 124 1
49 104 1
49 152 1
49 100 1
49 84 1
49 130 1
49 145 1
49 51 1
49 134 1
49 63 1
49 111 1
50 74 1
50 82 1
50 67 1
50 125 1
50 116 1
50 62 1
50 109 1
50 139 1
50 160 1
50 153 1
51 70 1
51 122 1
51 90 1
51 95 1
51 100 1
51 149 1
51 114 1
51 156 1
51 150 1
51 144 1
52 154 1
52 145 1
52 54 1
52 91 1
52 169 1
52 64 1
52 140 1
52 146 1
52 158 1
52 123 1
53 154 1
53 158 1
53 118 1
53 123 1
53 103 1
53 109 1
53 110 1
53 164 1
53 141 1
53 143 1
53 63 1
53 75 1
53 131 1
53 156 1
53 146 1
54 102 1
54 165 1
54 70 1
54 67 1
54 130 1
54 71 1
54 156 1
54 81 1
55 59 1
55 103 1
55 139 1
55 86 1
55 117 1
55 126 1
55 163 1
55 71 1
55 129 1
55 96 1
55 75 1
55 146 1
56 152 1
56 146 1
56 165 1
56 147 1
56 128 1
56 62 1
56 73 1
57 162 1
57 115 1
57 129 1
57 66 1
57 132 1
57 58 1
57 84 1
57 156 1
58 141 1
58 155 1
58 123 1
58 112 1
58 67 1
58 66 1
58 129 1
58 117 1
58 153 1
58 118 1
59 73 1
59 82 1
59 77 1
59 136 1
59 151 1
59 158 1
60 145 1
60 135 1
60 113 1
60 67 1
60 164 1
60 119 1
60 124 1
60 87 1
60 123 1
60 111 1
60 130 1
60 64 1
61 87 1
61 154 1
61 123 1
61 150 1
61 139 1
61 122 1
62 117 1
62 105 1
62 144 1
62 103 1
62 131 1
62 99 1
62 136 1
62 88 1
62 120 1
62 128 1
62 143 1
63 116 1
63 139 1
63 109 1
63 158 1
63 129 1
63 67 1
63 157 1
63 119 1
63 137 1
63 166 1
63 127 1
63 169 1
63 110 1
63 112 1
63 138 1
63 73 1
64 147 1
64 134 1
64 111 1
64 81 1
64 123 1
64 105 1
64 80 1
64 100 1
64 148 1
64 140 1
64 73 1
64 68 1
64 93 1
64 160 1
64 76 1
64 107 1
65 69 1
65 168 1
65 169 1
65 120 1
65 91 1
65 118 1
65 161 1
65 98 1
65 95 1
66 144 1
66 151 1
66 79 1
66 150 1
66 120 1
66 126 1
66 124 1
66 94 1
66 152 1
66 115 1
66 157 1
67 84 1
67 82 1
67 72 1
67 115 1
67 100 1
67 144 1
67 69 1
67 110 1
67 95 1
67 70 1
68 78 1
68 135 1
68 139 1
68 108 1
68 84 1
68 137 1
68 72 1
68 164 1
68 91 1
68 99 1
