80 316 
1 47 1
1 42 1
1 4 1
1 21 1
1 58 1
1 16 1
1 22 1
1 20 1
1 50 1
1 61 1
1 36 1
1 31 1
2 60 1
3 57 1
3 7 1
3 10 1
3 31 1
3 66 1
3 20 1
3 13 1
3 9 1
3 38 1
3 45 1
3 67 1
3 72 1
3 27 1
4 41 1
4 15 1
4 75 1
4 33 1
4 65 1
4 22 1
4 44 1
4 6 1
4 49 1
5 80 1
5 12 1
5 68 1
5 63 1
5 66 1
5 61 1
5 49 1
5 31 1
6 43 1
6 65 1
6 18 1
6 76 1
6 71 1
6 64 1
6 47 1
7 59 1
7 23 1
8 38 1
8 31 1
8 71 1
8 54 1
8 19 1
8 11 1
8 76 1
8 15 1
8 46 1
9 12 1
9 64 1
9 46 1
9 65 1
9 51 1
9 53 1
10 51 1
10 54 1
10 30 1
10 55 1
10 69 1
10 77 1
10 17 1
10 65 1
11 30 1
11 42 1
11 34 1
12 74 1
12 67 1
12 69 1
12 58 1
12 47 1
12 77 1
13 52 1
13 62 1
13 49 1
13 41 1
13 35 1
13 22 1
13 16 1
13 24 1
13 27 1
14 71 1
14 29 1
14 73 1
14 52 1
14 42 1
14 65 1
14 72 1
15 45 1
15 57 1
15 51 1
15 20 1
15 67 1
16 34 1
16 72 1
16 30 1
16 43 1
16 78 1
16 47 1
16 46 1
16 56 1
17 34 1
17 76 1
18 24 1
19 44 1
19 75 1
19 42 1
19 36 1
19 21 1
19 45 1
19 65 1
19 57 1
19 33 1
19 26 1
19 38 1
20 26 1
20 66 1
20 39 1
20 21 1
20 59 1
20 60 1
21 63 1
21 59 1
21 67 1
21 33 1
21 25 1
21 41 1
21 62 1
22 50 1
22 76 1
22 80 1
22 68 1
22 61 1
22 63 1
22 25 1
23 41 1
23 79 1
23 75 1
23 43 1
23 52 1
24 54 1
24 36 1
24 70 1
24 78 1
25 62 1
25 76 1
25 77 1
25 30 1
25 37 1
25 74 1
26 65 1
26 57 1
26 45 1
26 46 1
27 77 1
27 79 1
27 61 1
27 66 1
27 75 1
27 78 1
28 55 1
28 77 1
28 62 1
28 48 1
28 29 1
28 64 1
29 45 1
29 67 1
30 74 1
31 34 1
31 37 1
31 59 1
31 76 1
31 65 1
32 54 1
32 53 1
32 77 1
32 65 1
32 62 1
32 52 1
32 55 1
33 41 1
33 61 1
33 46 1
33 62 1
33 76 1
34 53 1
34 46 1
34 60 1
34 77 1
34 35 1
35 57 1
35 75 1
35 64 1
35 54 1
35 80 1
35 77 1
36 57 1
36 69 1
36 37 1
36 44 1
37 51 1
37 72 1
38 66 1
38 65 1
38 73 1
38 61 1
38 42 1
38 44 1
38 53 1
38 54 1
38 77 1
39 60 1
39 80 1
39 68 1
39 50 1
40 54 1
40 49 1
40 52 1
40 70 1
40 53 1
40 77 1
40 65 1
40 61 1
41 64 1
41 57 1
41 68 1
41 78 1
41 59 1
41 71 1
41 54 1
41 58 1
42 67 1
42 64 1
43 44 1
43 80 1
44 47 1
45 58 1
45 74 1
45 55 1
45 46 1
45 79 1
46 57 1
46 73 1
46 63 1
46 49 1
47 57 1
47 53 1
47 75 1
47 48 1
47 60 1
48 50 1
48 66 1
48 65 1
48 59 1
49 76 1
49 68 1
50 60 1
50 57 1
50 55 1
50 53 1
51 65 1
51 55 1
51 57 1
52 58 1
53 67 1
53 62 1
53 80 1
53 69 1
54 55 1
54 74 1
54 78 1
55 61 1
56 73 1
56 74 1
56 75 1
56 80 1
57 74 1
57 70 1
57 58 1
58 78 1
58 76 1
58 62 1
58 59 1
59 80 1
59 73 1
60 73 1
60 77 1
60 65 1
60 75 1
62 74 1
62 73 1
63 65 1
65 80 1
65 75 1
66 72 1
67 79 1
68 72 1
69 78 1
70 76 1
71 76 1
73 76 1
74 79 1
75 76 1
