150 735
1 2 1
1 3 1
1 4 1
1 5 1
1 6 1
2 3 -1
2 4 -1
2 5 -1
2 6 -1
2 7 -1
3 4 1
3 5 1
3 6 1
3 7 1
3 8 1
4 5 -1
4 6 -1
4 7 -1
4 8 -1
4 9 -1
5 6 1
5 7 1
5 8 1
5 9 1
5 10 1
6 7 -1
6 8 -1
6 9 -1
6 10 -1
6 11 -1
7 8 1
7 9 1
7 10 1
7 11 1
7 12 1
8 9 -1
8 10 -1
8 11 -1
8 12 -1
8 13 -1
9 10 1
9 11 1
9 12 1
9 13 1
9 14 1
10 11 -1
10 12 -1
10 13 -1
10 14 -1
10 15 -1
11 12 1
11 13 1
11 14 1
11 15 1
11 16 1
12 13 -1
12 14 -1
12 15 -1
12 16 -1
12 17 -1
13 14 1
13 15 1
13 16 1
13 17 1
13 18 1
14 15 -1
14 16 -1
14 17 -1
14 18 -1
14 19 -1
15 16 1
15 17 1
15 18 1
15 19 1
15 20 1
16 17 -1
16 18 -1
16 19 -1
16 20 -1
16 21 -1
17 18 1
17 19 1
17 20 1
17 21 1
17 22 1
18 19 -1
18 20 -1
18 21 -1
18 22 -1
18 23 -1
19 20 1
19 21 1
19 22 1
19 23 1
19 24 1
20 21 -1
20 22 -1
20 23 -1
20 24 -1
20 25 -1
21 22 1
21 23 1
21 24 1
21 25 1
21 26 1
22 23 -1
22 24 -1
22 25 -1
22 26 -1
22 27 -1
23 24 1
23 25 1
23 26 1
23 27 1
23 28 1
24 25 -1
24 26 -1
24 27 -1
24 28 -1
24 29 -1
25 26 1
25 27 1
25 28 1
25 29 1
25 30 1
26 27 -1
26 28 -1
26 29 -1
26 30 -1
26 31 -1
27 28 1
27 29 1
27 30 1
27 31 1
27 32 1
28 29 -1
28 30 -1
28 31 -1
28 32 -1
28 33 -1
29 30 1
29 31 1
29 32 1
29 33 1
29 34 1
30 31 -1
30 32 -1
30 33 -1
30 34 -1
30 35 -1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
32 33 -1
32 34 -1
32 35 -1
32 36 -1
32 37 -1
33 34 1
33 35 1
33 36 1
33 37 1
33 38 1
34 35 -1
34 36 -1
34 37 -1
34 38 -1
34 39 -1
35 36 1
35 37 1
35 38 1
35 39 1
35 40 1
36 37 -1
36 38 -1
36 39 -1
36 40 -1
36 41 -1
37 38 1
37 39 1
37 40 1
37 41 1
37 42 1
38 39 -1
38 40 -1
38 41 -1
38 42 -1
38 43 -1
39 40 1
39 41 1
39 42 1
39 43 1
39 44 1
40 41 -1
40 42 -1
40 43 -1
40 44 -1
40 45 -1
41 42 1
41 43 1
41 44 1
41 45 1
41 46 1
42 43 -1
42 44 -1
42 45 -1
42 46 -1
42 47 -1
43 44 1
43 45 1
43 46 1
43 47 1
43 48 1
44 45 -1
44 46 -1
44 47 -1
44 48 -1
44 49 -1
45 46 1
45 47 1
45 48 1
45 49 1
45 50 1
46 47 -1
46 48 -1
46 49 -1
46 50 -1
46 51 -1
47 48 1
47 49 1
47 50 1
47 51 1
47 52 1
48 49 -1
48 50 -1
48 51 -1
48 52 -1
48 53 -1
49 50 1
49 51 1
49 52 1
49 53 1
49 54 1
50 51 -1
50 52 -1
50 53 -1
50 54 -1
50 55 -1
51 52 1
51 53 1
51 54 1
51 55 1
51 56 1
52 53 -1
52 54 -1
52 55 -1
52 56 -1
52 57 -1
53 54 1
53 55 1
53 56 1
53 57 1
53 58 1
54 55 -1
54 56 -1
54 57 -1
54 58 -1
54 59 -1
55 56 1
55 57 1
55 58 1
55 59 1
55 60 1
56 57 -1
56 58 -1
56 59 -1
56 60 -1
56 61 -1
57 58 1
57 59 1
57 60 1
57 61 1
57 62 1
58 59 -1
58 60 -1
58 61 -1
58 62 -1
58 63 -1
59 60 1
59 61 1
59 62 1
59 63 1
59 64 1
60 61 -1
60 62 -1
60 63 -1
60 64 -1
60 65 -1
61 62 1
61 63 1
61 64 1
61 65 1
61 66 1
62 63 -1
62 64 -1
62 65 -1
62 66 -1
62 67 -1
63 64 1
63 65 1
63 66 1
63 67 1
63 68 1
64 65 -1
64 66 -1
64 67 -1
64 68 -1
64 69 -1
65 66 1
65 67 1
65 68 1
65 69 1
65 70 1
66 67 -1
66 68 -1
66 69 -1
66 70 -1
66 71 -1
67 68 1
67 69 1
67 70 1
67 71 1
67 72 1
68 69 -1
68 70 -1
68 71 -1
68 72 -1
68 73 -1
69 70 1
69 71 1
69 72 1
69 73 1
69 74 1
70 71 -1
70 72 -1
70 73 -1
70 74 -1
70 75 -1
71 72 1
71 73 1
71 74 1
71 75 1
71 76 1
72 73 -1
72 74 -1
72 75 -1
72 76 -1
72 77 -1
73 74 1
73 75 1
73 76 1
73 77 1
73 78 1
74 75 -1
74 76 -1
74 77 -1
74 78 -1
74 79 -1
75 76 1
75 77 1
75 78 1
75 79 1
75 80 1
76 77 -1
76 78 -1
76 79 -1
76 80 -1
76 81 -1
77 78 1
77 79 1
77 80 1
77 81 1
77 82 1
78 79 -1
78 80 -1
78 81 -1
78 82 -1
78 83 -1
79 80 1
79 81 1
79 82 1
79 83 1
79 84 1
80 81 -1
80 82 -1
80 83 -1
80 84 -1
80 85 -1
81 82 1
81 83 1
81 84 1
81 85 1
81 86 1
82 83 -1
82 84 -1
82 85 -1
82 86 -1
82 87 -1
83 84 1
83 85 1
83 86 1
83 87 1
83 88 1
84 85 -1
84 86 -1
84 87 -1
84 88 -1
84 89 -1
85 86 1
85 87 1
85 88 1
85 89 1
85 90 1
86 87 -1
86 88 -1
86 89 -1
86 90 -1
86 91 -1
87 88 1
87 89 1
87 90 1
87 91 1
87 92 1
88 89 -1
88 90 -1
88 91 -1
88 92 -1
88 93 -1
89 90 1
89 91 1
89 92 1
89 93 1
89 94 1
90 91 -1
90 92 -1
90 93 -1
90 94 -1
90 95 -1
91 92 1
91 93 1
91 94 1
91 95 1
91 96 1
92 93 -1
92 94 -1
92 95 -1
92 96 -1
92 97 -1
93 94 1
93 95 1
93 96 1
93 97 1
93 98 1
94 95 -1
94 96 -1
94 97 -1
94 98 -1
94 99 -1
95 96 1
95 97 1
95 98 1
95 99 1
95 100 1
96 97 -1
96 98 -1
96 99 -1
96 100 -1
96 101 -1
97 98 1
97 99 1
97 100 1
97 101 1
97 102 1
98 99 -1
98 100 -1
98 101 -1
98 102 -1
98 103 -1
99 100 1
99 101 1
99 102 1
99 103 1
99 104 1
100 101 -1
100 102 -1
100 103 -1
100 104 -1
100 105 -1
101 102 1
101 103 1
101 104 1
101 105 1
101 106 1
102 103 -1
102 104 -1
102 105 -1
102 106 -1
102 107 -1
103 104 1
103 105 1
103 106 1
103 107 1
103 108 1
104 105 -1
104 106 -1
104 107 -1
104 108 -1
104 109 -1
105 106 1
105 107 1
105 108 1
105 109 1
105 110 1
106 107 -1
106 108 -1
106 109 -1
106 110 -1
106 111 -1
107 108 1
107 109 1
107 110 1
107 111 1
107 112 1
108 109 -1
108 110 -1
108 111 -1
108 112 -1
108 113 -1
109 110 1
109 111 1
109 112 1
109 113 1
109 114 1
110 111 -1
110 112 -1
110 113 -1
110 114 -1
110 115 -1
111 112 1
111 113 1
111 114 1
111 115 1
111 116 1
112 113 -1
112 114 -1
112 115 -1
112 116 -1
112 117 -1
113 114 1
113 115 1
113 116 1
113 117 1
113 118 1
114 115 -1
114 116 -1
114 117 -1
114 118 -1
114 119 -1
115 116 1
115 117 1
115 118 1
115 119 1
115 120 1
116 117 -1
116 118 -1
116 119 -1
116 120 -1
116 121 -1
117 118 1
117 119 1
117 120 1
117 121 1
117 122 1
118 119 -1
118 120 -1
118 121 -1
118 122 -1
118 123 -1
119 120 1
119 121 1
119 122 1
119 123 1
119 124 1
120 121 -1
120 122 -1
120 123 -1
120 124 -1
120 125 -1
121 122 1
121 123 1
121 124 1
121 125 1
121 126 1
122 123 -1
122 124 -1
122 125 -1
122 126 -1
122 127 -1
123 124 1
123 125 1
123 126 1
123 127 1
123 128 1
124 125 -1
124 126 -1
124 127 -1
124 128 -1
124 129 -1
125 126 1
125 127 1
125 128 1
125 129 1
125 130 1
126 127 -1
126 128 -1
126 129 -1
126 130 -1
126 131 -1
127 128 1
127 129 1
127 130 1
127 131 1
127 132 1
128 129 -1
128 130 -1
128 131 -1
128 132 -1
128 133 -1
129 130 1
129 131 1
129 132 1
129 133 1
129 134 1
130 131 -1
130 132 -1
130 133 -1
130 134 -1
130 135 -1
131 132 1
131 133 1
131 134 1
131 135 1
131 136 1
132 133 -1
132 134 -1
132 135 -1
132 136 -1
132 137 -1
133 134 1
133 135 1
133 136 1
133 137 1
133 138 1
134 135 -1
134 136 -1
134 137 -1
134 138 -1
134 139 -1
135 136 1
135 137 1
135 138 1
135 139 1
135 140 1
136 137 -1
136 138 -1
136 139 -1
136 140 -1
136 141 -1
137 138 1
137 139 1
137 140 1
137 141 1
137 142 1
138 139 -1
138 140 -1
138 141 -1
138 142 -1
138 143 -1
139 140 1
139 141 1
139 142 1
139 143 1
139 144 1
140 141 -1
140 142 -1
140 143 -1
140 144 -1
140 145 -1
141 142 1
141 143 1
141 144 1
141 145 1
141 146 1
142 143 -1
142 144 -1
142 145 -1
142 146 -1
142 147 -1
143 144 1
143 145 1
143 146 1
143 147 1
143 148 1
144 145 -1
144 146 -1
144 147 -1
144 148 -1
144 149 -1
145 146 1
145 147 1
145 148 1
145 149 1
145 150 1
146 147 -1
146 148 -1
146 149 -1
146 150 -1
147 148 1
147 149 1
147 150 1
148 149 -1
148 150 -1
149 150 1
