169 338 
1 2 12881
2 3 154647
3 4 18180
4 5 -176537
5 6 99956
6 7 -179710
7 8 107081
8 9 -143326
9 10 -60430
10 11 109712
11 12 -58492
12 13 97329
13 1 -57307
14 15 14621
15 16 -54568
16 17 27241
17 18 -27446
18 19 246413
19 20 55765
20 21 136156
21 22 -130296
22 23 5848
23 24 10755
24 25 75908
25 26 34544
26 14 -120192
27 28 -50847
28 29 26590
29 30 205037
30 31 34792
31 32 88254
32 33 63164
33 34 82766
34 35 118346
35 36 74009
36 37 11265
37 38 -98520
38 39 2912
39 27 208200
40 41 41429
41 42 195644
42 43 -40983
43 44 9440
44 45 -5526
45 46 -78797
46 47 -39009
47 48 -48722
48 49 97509
49 50 -5774
50 51 81577
51 52 -81261
52 40 -10995
53 54 15307
54 55 -200737
55 56 9448
56 57 75233
57 58 132027
58 59 73556
59 60 -377
60 61 -141522
61 62 39052
62 63 -30277
63 64 -118967
64 65 91788
65 53 -83577
66 67 -57934
67 68 105116
68 69 -47049
69 70 56198
70 71 -257664
71 72 -63944
72 73 103045
73 74 158376
74 75 -47118
75 76 102285
76 77 -106105
77 78 28509
78 66 133362
79 80 33770
80 81 -137779
81 82 312072
82 83 96426
83 84 83717
84 85 -153777
85 86 87884
86 87 104257
87 88 -167284
88 89 157957
89 90 -65050
90 91 869
91 79 110184
92 93 34620
93 94 -8239
94 95 -6234
95 96 -83841
96 97 77337
97 98 38120
98 99 -93832
99 100 167029
100 101 166055
101 102 151176
102 103 12915
103 104 -151825
104 92 61277
105 106 -101471
106 107 67836
107 108 -143852
108 109 165546
109 110 -24805
110 111 -29895
111 112 -218021
112 113 -107982
113 114 -5619
114 115 -110609
115 116 -22457
116 117 -165594
117 105 -211439
118 119 81681
119 120 -38715
120 121 -138320
121 122 38293
122 123 82021
123 124 -9476
124 125 176870
125 126 -16823
126 127 32948
127 128 -244516
128 129 -137862
129 130 3219
130 118 16672
131 132 1916
132 133 77230
133 134 -63875
134 135 -73075
135 136 34081
136 137 172987
137 138 25723
138 139 29014
139 140 -92736
140 141 -44913
141 142 10908
142 143 103747
143 131 37583
144 145 70554
145 146 -8715
146 147 -41723
147 148 261849
148 149 -70410
149 150 79234
150 151 -147289
151 152 113966
152 153 108695
153 154 139421
154 155 82642
155 156 4084
156 144 159124
157 158 -49152
158 159 132433
159 160 -132898
160 161 -65567
161 162 96999
162 163 -118660
163 164 15452
164 165 48642
165 166 -14595
166 167 129665
167 168 26527
168 169 -53649
169 157 109317
1 14 71786
2 15 40732
3 16 -96092
4 17 -99699
5 18 -9584
6 19 34762
7 20 106539
8 21 -43830
9 22 96011
10 23 -91314
11 24 -190447
12 25 27406
13 26 -124329
14 27 -63496
15 28 -145259
16 29 -137219
17 30 -46851
18 31 -72333
19 32 -113751
20 33 -134602
21 34 -38462
22 35 192868
23 36 2829
24 37 -146398
25 38 -175606
26 39 -74351
27 40 86796
28 41 -80848
29 42 -3375
30 43 -73888
31 44 -76475
32 45 -89850
33 46 -55597
34 47 166448
35 48 42770
36 49 136793
37 50 -89845
38 51 86772
39 52 -8502
40 53 -18426
41 54 89771
42 55 14464
43 56 -166014
44 57 -19968
45 58 37869
46 59 -69349
47 60 -40116
48 61 53480
49 62 62431
50 63 -31666
51 64 95099
52 65 -3650
53 66 84195
54 67 177465
55 68 157855
56 69 -41764
57 70 -75532
58 71 -4687
59 72 22018
60 73 -23146
61 74 129776
62 75 44666
63 76 -68133
64 77 76926
65 78 -15443
66 79 119492
67 80 -104214
68 81 -266205
69 82 115589
70 83 -30495
71 84 -187692
72 85 55963
73 86 42192
74 87 87587
75 88 99790
76 89 -21153
77 90 -30988
78 91 -99483
79 92 -138199
80 93 105847
81 94 131248
82 95 127065
83 96 39171
84 97 133694
85 98 2422
86 99 -93502
87 100 -67491
88 101 -71765
89 102 68849
90 103 55712
91 104 -112338
92 105 149000
93 106 42922
94 107 75597
95 108 18228
96 109 -124739
97 110 97183
98 111 -75664
99 112 -99431
100 113 -18488
101 114 47613
102 115 71239
103 116 63011
104 117 38159
105 118 113546
106 119 -161932
107 120 23675
108 121 51112
109 122 186653
110 123 -171964
111 124 -50946
112 125 -107289
113 126 -46119
114 127 74225
115 128 -29372
116 129 95005
117 130 123625
118 131 18682
119 132 128477
120 133 -100302
121 134 -6464
122 135 -129518
123 136 98812
124 137 -18975
125 138 37826
126 139 49508
127 140 80456
128 141 24560
129 142 128625
130 143 -73411
131 144 40502
132 145 -162330
133 146 -44010
134 147 106810
135 148 143589
136 149 582
137 150 67449
138 151 84027
139 152 -90180
140 153 64660
141 154 -81168
142 155 5539
143 156 -71498
144 157 -25883
145 158 -25888
146 159 -6813
147 160 31858
148 161 -30651
149 162 -59089
150 163 91570
151 164 -23324
152 165 51783
153 166 208662
154 167 126583
155 168 -78688
156 169 112388
157 1 57762
158 2 -45534
159 3 -31270
160 4 -51902
161 5 -108716
162 6 -20585
163 7 -22715
164 8 97685
165 9 -82458
166 10 -31201
167 11 -100943
168 12 -172169
169 13 107901
