160 1272 
1 94 1
1 160 1
1 58 1
1 44 1
1 154 1
1 137 1
1 147 1
1 91 1
1 133 1
1 54 1
1 47 1
1 138 1
1 102 1
1 130 1
1 141 1
1 31 1
2 66 1
2 48 1
2 128 1
2 134 1
2 143 1
2 158 1
2 119 1
2 146 1
2 141 1
2 33 1
2 3 1
2 117 1
2 155 1
2 65 1
2 157 1
2 60 1
3 126 1
3 71 1
3 112 1
3 103 1
3 153 1
3 12 1
3 17 1
3 5 1
3 100 1
3 58 1
3 132 1
3 55 1
3 43 1
3 52 1
3 138 1
3 35 1
3 137 1
3 31 1
3 13 1
3 89 1
3 38 1
4 71 1
4 55 1
4 47 1
4 128 1
4 94 1
4 76 1
4 29 1
4 107 1
4 30 1
4 17 1
4 45 1
4 155 1
4 84 1
4 113 1
4 22 1
4 124 1
4 129 1
5 54 1
5 102 1
5 69 1
5 43 1
5 101 1
5 146 1
5 128 1
5 65 1
5 55 1
5 116 1
5 19 1
5 12 1
5 148 1
5 66 1
5 129 1
6 14 1
6 92 1
6 53 1
6 63 1
6 8 1
6 50 1
6 131 1
6 41 1
6 85 1
6 104 1
6 72 1
6 65 1
6 43 1
6 71 1
6 144 1
7 49 1
7 28 1
7 88 1
7 68 1
7 99 1
7 25 1
7 42 1
7 9 1
7 79 1
7 86 1
7 102 1
7 83 1
7 59 1
8 47 1
8 116 1
8 148 1
8 83 1
8 138 1
8 119 1
8 107 1
8 26 1
8 25 1
8 111 1
8 134 1
8 19 1
8 91 1
8 76 1
8 15 1
9 69 1
9 49 1
9 114 1
9 85 1
9 151 1
9 30 1
9 59 1
9 143 1
9 101 1
9 150 1
9 61 1
9 158 1
9 92 1
9 144 1
9 133 1
10 104 1
10 149 1
10 119 1
10 144 1
10 25 1
10 121 1
10 58 1
10 16 1
10 32 1
10 114 1
10 137 1
10 83 1
10 134 1
10 110 1
10 135 1
10 157 1
10 145 1
11 88 1
11 70 1
11 51 1
11 63 1
11 89 1
11 111 1
11 23 1
11 31 1
11 60 1
11 78 1
11 50 1
11 114 1
12 132 1
12 49 1
12 122 1
12 21 1
12 146 1
12 129 1
12 37 1
12 14 1
12 150 1
12 126 1
12 90 1
12 103 1
12 71 1
12 102 1
12 67 1
12 138 1
13 153 1
13 83 1
13 38 1
13 60 1
13 117 1
13 134 1
13 70 1
13 51 1
13 28 1
13 65 1
13 63 1
13 67 1
13 142 1
13 121 1
13 102 1
13 27 1
14 145 1
14 107 1
14 156 1
14 21 1
14 129 1
14 16 1
14 93 1
14 138 1
14 76 1
14 26 1
14 48 1
14 19 1
14 101 1
14 31 1
14 78 1
14 130 1
14 41 1
14 109 1
14 73 1
15 85 1
15 68 1
15 19 1
15 94 1
15 76 1
15 138 1
15 136 1
15 59 1
15 125 1
15 145 1
15 111 1
15 55 1
15 105 1
15 102 1
15 83 1
15 128 1
15 84 1
15 137 1
16 96 1
16 84 1
16 54 1
16 102 1
16 132 1
16 156 1
16 60 1
16 113 1
16 36 1
16 152 1
16 22 1
16 136 1
16 123 1
16 98 1
16 43 1
16 78 1
16 46 1
17 19 1
17 131 1
17 113 1
17 157 1
17 64 1
17 25 1
17 87 1
17 74 1
17 47 1
17 135 1
17 114 1
18 139 1
18 62 1
18 44 1
18 49 1
18 70 1
18 105 1
18 98 1
18 89 1
18 81 1
18 106 1
18 74 1
18 52 1
18 129 1
18 86 1
18 24 1
19 23 1
19 131 1
19 47 1
19 144 1
19 110 1
19 63 1
19 62 1
19 135 1
19 44 1
19 106 1
19 138 1
19 59 1
19 150 1
19 148 1
19 124 1
19 75 1
19 116 1
19 101 1
19 125 1
19 145 1
19 113 1
19 38 1
20 95 1
20 153 1
20 66 1
20 119 1
20 59 1
20 140 1
20 81 1
21 148 1
21 107 1
21 72 1
21 46 1
21 30 1
21 134 1
21 105 1
21 76 1
21 85 1
21 27 1
21 63 1
21 67 1
21 81 1
22 39 1
22 119 1
22 123 1
22 122 1
22 134 1
22 68 1
22 104 1
22 112 1
22 94 1
22 91 1
22 96 1
22 116 1
22 103 1
22 160 1
22 80 1
22 148 1
22 105 1
23 127 1
23 119 1
23 45 1
23 29 1
23 55 1
23 28 1
23 40 1
23 72 1
23 49 1
23 64 1
23 99 1
23 85 1
23 149 1
23 61 1
23 79 1
23 75 1
23 132 1
24 112 1
24 39 1
24 54 1
24 140 1
24 154 1
24 81 1
24 43 1
24 79 1
24 139 1
24 131 1
24 119 1
24 67 1
24 89 1
24 78 1
25 115 1
25 31 1
25 130 1
25 93 1
25 35 1
25 90 1
25 95 1
25 30 1
25 142 1
25 101 1
25 157 1
25 117 1
25 154 1
26 130 1
26 43 1
26 48 1
26 76 1
26 54 1
26 83 1
26 112 1
26 35 1
26 150 1
26 107 1
26 143 1
26 149 1
26 153 1
26 111 1
26 36 1
26 145 1
26 100 1
26 45 1
26 126 1
26 99 1
27 61 1
27 138 1
27 94 1
27 126 1
27 53 1
27 117 1
27 116 1
27 95 1
27 28 1
27 157 1
28 103 1
28 94 1
28 68 1
28 62 1
29 66 1
29 58 1
29 125 1
29 156 1
29 146 1
29 74 1
29 80 1
29 139 1
29 76 1
29 144 1
29 107 1
29 46 1
29 51 1
29 131 1
29 148 1
30 36 1
30 48 1
30 157 1
30 78 1
30 126 1
30 142 1
30 134 1
30 91 1
30 74 1
30 110 1
31 159 1
31 98 1
31 60 1
31 142 1
31 129 1
31 44 1
31 71 1
31 82 1
31 128 1
31 62 1
31 76 1
31 85 1
31 59 1
32 75 1
32 89 1
32 79 1
32 81 1
32 56 1
32 61 1
32 97 1
32 40 1
32 88 1
32 68 1
32 53 1
32 65 1
32 142 1
32 132 1
32 135 1
33 94 1
33 104 1
33 97 1
33 120 1
33 130 1
33 158 1
33 142 1
33 123 1
33 63 1
33 100 1
33 90 1
33 64 1
33 41 1
33 101 1
33 126 1
33 62 1
33 156 1
34 102 1
34 121 1
34 158 1
34 73 1
34 71 1
34 43 1
34 141 1
34 132 1
34 84 1
34 86 1
34 96 1
34 111 1
34 60 1
34 77 1
34 35 1
35 60 1
35 128 1
35 158 1
35 156 1
35 135 1
35 41 1
35 90 1
35 94 1
35 138 1
35 70 1
35 37 1
35 57 1
35 93 1
35 160 1
35 77 1
36 40 1
36 67 1
36 97 1
36 107 1
36 138 1
36 95 1
36 110 1
36 89 1
36 41 1
36 94 1
36 121 1
36 143 1
36 57 1
36 104 1
36 149 1
37 125 1
37 153 1
37 117 1
37 120 1
37 134 1
37 149 1
37 56 1
37 105 1
37 113 1
37 128 1
37 131 1
37 51 1
37 111 1
37 116 1
37 152 1
38 96 1
38 73 1
38 99 1
38 56 1
38 50 1
38 136 1
38 160 1
38 41 1
38 112 1
38 158 1
38 88 1
38 61 1
38 122 1
38 44 1
