150 1118 
1 37 1
1 77 1
1 38 1
1 8 1
1 121 1
1 94 1
1 50 1
1 123 1
1 120 1
1 88 1
1 61 1
1 65 1
1 131 1
1 63 1
1 141 1
2 103 1
2 124 1
2 27 1
2 30 1
2 16 1
2 58 1
2 48 1
2 42 1
2 134 1
2 104 1
2 100 1
2 128 1
2 55 1
3 23 1
3 137 1
3 47 1
3 106 1
3 78 1
3 54 1
3 12 1
3 101 1
3 111 1
3 125 1
3 46 1
3 7 1
3 35 1
4 48 1
4 111 1
4 58 1
4 45 1
4 116 1
4 89 1
4 19 1
4 33 1
4 104 1
4 138 1
4 87 1
4 73 1
4 51 1
4 140 1
5 63 1
5 45 1
5 137 1
5 50 1
5 147 1
5 62 1
5 25 1
5 47 1
5 49 1
5 92 1
5 96 1
6 19 1
6 115 1
6 90 1
6 85 1
6 68 1
6 128 1
6 149 1
6 136 1
6 14 1
6 43 1
6 129 1
6 118 1
6 33 1
6 134 1
6 46 1
7 13 1
7 90 1
7 114 1
7 64 1
7 85 1
7 87 1
7 73 1
7 49 1
7 11 1
7 113 1
7 146 1
7 53 1
7 99 1
7 15 1
7 141 1
7 132 1
7 108 1
7 80 1
7 126 1
8 22 1
8 88 1
8 9 1
8 37 1
8 100 1
8 45 1
8 132 1
8 59 1
8 122 1
8 133 1
8 126 1
9 72 1
9 138 1
9 114 1
9 26 1
9 41 1
9 45 1
9 92 1
9 70 1
9 98 1
10 50 1
10 13 1
10 111 1
10 34 1
10 149 1
10 66 1
10 137 1
10 17 1
10 31 1
10 141 1
10 140 1
11 14 1
11 143 1
11 64 1
11 91 1
11 129 1
11 116 1
11 131 1
11 16 1
11 84 1
11 115 1
11 32 1
11 17 1
11 96 1
11 121 1
11 12 1
11 31 1
12 123 1
12 24 1
12 108 1
12 115 1
12 75 1
12 85 1
12 47 1
12 56 1
12 41 1
12 136 1
12 131 1
12 25 1
12 101 1
13 67 1
13 72 1
13 32 1
13 101 1
13 113 1
13 66 1
13 79 1
13 135 1
13 115 1
13 147 1
14 66 1
14 142 1
14 91 1
14 59 1
14 97 1
14 17 1
14 20 1
14 55 1
14 92 1
14 116 1
14 146 1
14 121 1
14 89 1
14 50 1
14 56 1
15 73 1
15 142 1
15 85 1
15 23 1
15 92 1
15 25 1
15 22 1
15 128 1
15 58 1
15 93 1
15 90 1
15 118 1
15 136 1
15 70 1
15 38 1
15 27 1
15 135 1
15 150 1
16 24 1
16 147 1
16 132 1
16 107 1
16 106 1
16 143 1
16 55 1
16 120 1
16 150 1
16 129 1
16 126 1
16 43 1
16 53 1
17 121 1
17 74 1
17 120 1
17 21 1
17 82 1
17 93 1
17 118 1
17 78 1
17 149 1
17 61 1
17 129 1
17 85 1
17 56 1
17 143 1
18 115 1
18 106 1
18 96 1
18 79 1
18 62 1
18 78 1
18 70 1
18 59 1
18 28 1
18 125 1
18 51 1
18 68 1
18 45 1
18 54 1
18 141 1
19 113 1
19 25 1
19 49 1
19 22 1
19 59 1
19 131 1
19 54 1
19 53 1
19 51 1
20 137 1
20 144 1
20 72 1
20 83 1
20 75 1
20 149 1
20 57 1
20 111 1
20 46 1
21 52 1
21 73 1
21 104 1
21 64 1
21 38 1
21 68 1
21 53 1
22 119 1
22 141 1
22 42 1
22 97 1
22 33 1
23 126 1
23 129 1
23 25 1
23 105 1
23 42 1
23 47 1
23 65 1
23 59 1
23 62 1
24 74 1
24 120 1
24 81 1
24 93 1
24 71 1
24 110 1
24 63 1
24 128 1
24 26 1
24 83 1
24 116 1
24 56 1
24 134 1
24 109 1
24 122 1
24 41 1
24 113 1
24 55 1
25 80 1
25 71 1
25 61 1
25 106 1
25 73 1
25 102 1
25 115 1
25 65 1
25 95 1
25 82 1
25 50 1
25 47 1
25 126 1
25 100 1
25 140 1
25 107 1
26 106 1
26 144 1
26 36 1
26 90 1
26 30 1
26 113 1
26 47 1
26 37 1
26 137 1
26 147 1
26 43 1
27 141 1
27 47 1
27 30 1
27 96 1
27 139 1
27 137 1
27 62 1
27 150 1
27 101 1
27 103 1
28 129 1
28 65 1
28 103 1
28 82 1
28 132 1
28 134 1
28 118 1
28 34 1
28 119 1
28 29 1
29 114 1
29 111 1
29 131 1
29 63 1
29 138 1
29 67 1
29 98 1
30 34 1
30 71 1
30 113 1
30 145 1
30 148 1
30 63 1
30 36 1
30 39 1
30 127 1
30 70 1
30 41 1
30 80 1
30 116 1
30 44 1
30 120 1
31 68 1
31 90 1
31 144 1
31 119 1
31 34 1
31 142 1
31 58 1
31 145 1
31 102 1
31 75 1
31 128 1
32 61 1
32 42 1
32 142 1
32 93 1
32 87 1
32 150 1
32 101 1
32 113 1
32 107 1
32 67 1
32 140 1
32 97 1
32 138 1
32 79 1
32 63 1
32 48 1
32 143 1
33 150 1
33 97 1
33 131 1
33 90 1
33 69 1
33 132 1
33 44 1
33 87 1
33 110 1
33 112 1
33 103 1
33 116 1
33 74 1
33 67 1
33 127 1
33 124 1
33 42 1
33 55 1
34 59 1
34 117 1
34 123 1
34 111 1
34 69 1
34 125 1
34 39 1
34 38 1
34 99 1
34 98 1
34 71 1
34 95 1
34 54 1
34 116 1
34 40 1
34 102 1
34 148 1
34 138 1
34 109 1
35 63 1
35 121 1
35 47 1
35 99 1
35 86 1
35 111 1
35 90 1
35 139 1
35 144 1
35 60 1
35 96 1
36 38 1
36 136 1
36 45 1
36 44 1
36 132 1
36 125 1
36 58 1
36 73 1
36 120 1
36 56 1
36 127 1
36 98 1
36 40 1
36 65 1
36 75 1
37 109 1
37 116 1
37 149 1
37 53 1
37 70 1
37 139 1
37 103 1
37 108 1
37 98 1
