40 120 
1 2 -78688
2 3 -5618
3 4 166055
4 1 5848
5 6 -38461
6 7 31858
7 8 -25882
8 5 149000
1 5 -29371
2 6 -74351
3 7 -22715
4 8 -104214
5 1 192867
6 2 14464
7 3 -9583
8 4 23675
1 9 113545
2 10 61277
3 11 136156
4 12 -43830
5 13 18228
6 14 -90180
7 15 -10995
8 16 -31270
9 10 -47048
10 11 12915
11 12 97509
12 9 -118659
13 14 -58492
14 15 28509
15 16 -5774
16 13 -166014
9 13 -82458
10 14 -76475
11 15 103045
12 16 -138320
13 9 103747
14 10 -3650
15 11 -16823
16 12 76926
9 17 157957
10 18 -51902
11 19 157855
12 20 97182
13 21 -18974
14 22 -107288
15 23 39052
16 24 166447
17 18 -99431
18 19 42191
19 20 68849
20 17 71786
21 22 96999
22 23 118346
23 24 -41723
24 21 51112
17 21 -69349
18 22 158376
19 23 177464
20 24 186653
21 17 11265
22 18 41429
23 19 74225
24 20 -68133
17 25 -5526
18 26 105116
19 27 -75532
20 28 -45534
21 29 89771
22 30 172987
23 31 97685
24 32 34620
25 26 33770
26 27 -141522
27 28 48641
28 25 -22457
29 30 -132898
30 31 136793
31 32 -145258
32 29 -190447
25 29 -176537
26 30 38120
27 31 83717
28 32 18180
29 25 97330
30 26 -110609
31 27 -81168
32 28 110184
25 33 -47118
26 34 -30987
27 35 22018
28 36 -20585
29 37 -44913
30 38 208661
31 39 -89850
32 40 88255
33 34 -40115
34 35 44666
35 36 16672
36 33 -73411
37 38 75597
38 39 -60431
39 40 34762
40 37 -138198
33 37 -113751
34 38 123625
35 39 105847
36 40 42922
37 33 -107982
38 34 9448
39 35 -3375
40 36 -9476
33 1 -171964
34 2 56199
35 3 195645
36 4 98812
37 5 -175606
38 6 29014
39 7 -49152
40 8 -108716
