24 72 
1 2 -117022
2 3 -116017
3 1 -41281
4 5 -184064
5 6 68105
6 4 -103186
1 4 -229540
2 5 45231
3 6 194150
4 1 70005
5 2 -6094
6 3 -60056
1 7 -44215
2 8 122301
3 9 -48975
4 10 -114641
5 11 100823
6 12 -211326
7 8 -45132
8 9 -133381
9 7 -34296
10 11 -1696
11 12 51506
12 10 -57127
7 10 132463
8 11 74380
9 12 -81139
10 7 79843
11 8 17773
12 9 -167190
7 13 -41949
8 14 59360
9 15 -60432
10 16 55345
11 17 161694
12 18 -228295
13 14 -166374
14 15 -54170
15 13 87348
16 17 128778
17 18 -18883
18 16 86572
13 16 118242
14 17 112386
15 18 -27241
16 13 8788
17 14 -182159
18 15 97713
13 19 92775
14 20 -46478
15 21 5316
16 22 -60507
17 23 134779
18 24 -918
19 20 76159
20 21 1610
21 19 65183
22 23 -107528
23 24 -160860
24 22 -266798
19 22 -130619
20 23 39282
21 24 -36287
22 19 -371609
23 20 60706
24 21 -110429
19 1 -28373
20 2 -72948
21 3 28327
22 4 -40925
23 5 82297
24 6 34781
