70 242 
1 22 1
1 30 1
1 13 1
1 9 1
1 20 1
1 21 1
2 18 1
2 43 1
2 48 1
2 20 1
3 54 1
3 24 1
3 43 1
3 28 1
3 45 1
3 35 1
3 51 1
3 9 1
3 50 1
3 59 1
3 64 1
3 27 1
3 13 1
4 50 1
4 42 1
4 60 1
4 34 1
4 28 1
5 27 1
5 32 1
5 50 1
5 39 1
5 70 1
5 16 1
5 34 1
5 40 1
5 65 1
5 44 1
5 10 1
5 56 1
6 49 1
6 36 1
6 23 1
6 7 1
6 66 1
7 21 1
7 44 1
7 59 1
7 48 1
7 33 1
8 14 1
8 46 1
8 43 1
8 35 1
8 29 1
9 36 1
9 65 1
9 35 1
9 13 1
9 30 1
9 14 1
10 36 1
10 49 1
10 14 1
10 59 1
10 43 1
10 55 1
10 40 1
10 51 1
10 45 1
10 70 1
11 38 1
11 46 1
11 31 1
11 44 1
12 43 1
12 66 1
12 65 1
12 61 1
13 15 1
13 66 1
13 22 1
14 32 1
14 52 1
14 61 1
14 15 1
14 18 1
15 56 1
15 67 1
15 41 1
15 32 1
16 31 1
16 21 1
16 53 1
16 38 1
16 20 1
17 33 1
17 26 1
17 32 1
17 69 1
18 41 1
18 28 1
18 31 1
18 42 1
18 68 1
18 69 1
18 49 1
18 39 1
19 65 1
19 36 1
20 36 1
20 42 1
20 43 1
21 37 1
21 61 1
21 58 1
21 41 1
21 31 1
22 58 1
22 32 1
22 43 1
22 27 1
23 59 1
23 54 1
23 56 1
23 42 1
23 65 1
24 42 1
24 41 1
24 36 1
25 30 1
25 51 1
25 44 1
25 69 1
25 64 1
25 66 1
25 55 1
25 27 1
25 32 1
25 57 1
26 32 1
26 59 1
26 65 1
26 36 1
26 61 1
27 65 1
27 38 1
27 30 1
27 66 1
27 35 1
27 49 1
28 41 1
28 46 1
28 65 1
28 47 1
29 30 1
29 67 1
29 66 1
29 68 1
30 31 1
30 49 1
30 67 1
30 65 1
31 48 1
31 53 1
31 42 1
32 64 1
32 70 1
32 63 1
33 47 1
34 58 1
34 44 1
34 60 1
34 45 1
35 51 1
35 41 1
35 65 1
35 69 1
35 60 1
36 37 1
36 55 1
36 68 1
36 57 1
36 45 1
36 61 1
37 41 1
37 66 1
37 63 1
38 49 1
38 39 1
38 65 1
38 64 1
38 54 1
39 43 1
39 51 1
39 48 1
40 66 1
40 69 1
40 55 1
41 54 1
41 65 1
41 59 1
41 50 1
41 62 1
42 58 1
42 67 1
42 43 1
43 62 1
43 66 1
44 45 1
44 67 1
45 70 1
45 47 1
46 60 1
46 54 1
47 62 1
47 68 1
47 60 1
48 56 1
48 62 1
50 55 1
50 67 1
50 59 1
51 59 1
52 59 1
52 62 1
52 63 1
54 62 1
54 58 1
54 65 1
54 66 1
54 69 1
55 57 1
55 61 1
56 64 1
56 63 1
57 70 1
58 68 1
59 70 1
61 63 1
61 67 1
63 69 1
