250 744
1 2 1
1 3 1
1 4 1
2 3 -1
2 4 -1
2 5 -1
3 4 1
3 5 1
3 6 1
4 5 -1
4 6 -1
4 7 -1
5 6 1
5 7 1
5 8 1
6 7 -1
6 8 -1
6 9 -1
7 8 1
7 9 1
7 10 1
8 9 -1
8 10 -1
8 11 -1
9 10 1
9 11 1
9 12 1
10 11 -1
10 12 -1
10 13 -1
11 12 1
11 13 1
11 14 1
12 13 -1
12 14 -1
12 15 -1
13 14 1
13 15 1
13 16 1
14 15 -1
14 16 -1
14 17 -1
15 16 1
15 17 1
15 18 1
16 17 -1
16 18 -1
16 19 -1
17 18 1
17 19 1
17 20 1
18 19 -1
18 20 -1
18 21 -1
19 20 1
19 21 1
19 22 1
20 21 -1
20 22 -1
20 23 -1
21 22 1
21 23 1
21 24 1
22 23 -1
22 24 -1
22 25 -1
23 24 1
23 25 1
23 26 1
24 25 -1
24 26 -1
24 27 -1
25 26 1
25 27 1
25 28 1
26 27 -1
26 28 -1
26 29 -1
27 28 1
27 29 1
27 30 1
28 29 -1
28 30 -1
28 31 -1
29 30 1
29 31 1
29 32 1
30 31 -1
30 32 -1
30 33 -1
31 32 1
31 33 1
31 34 1
32 33 -1
32 34 -1
32 35 -1
33 34 1
33 35 1
33 36 1
34 35 -1
34 36 -1
34 37 -1
35 36 1
35 37 1
35 38 1
36 37 -1
36 38 -1
36 39 -1
37 38 1
37 39 1
37 40 1
38 39 -1
38 40 -1
38 41 -1
39 40 1
39 41 1
39 42 1
40 41 -1
40 42 -1
40 43 -1
41 42 1
41 43 1
41 44 1
42 43 -1
42 44 -1
42 45 -1
43 44 1
43 45 1
43 46 1
44 45 -1
44 46 -1
44 47 -1
45 46 1
45 47 1
45 48 1
46 47 -1
46 48 -1
46 49 -1
47 48 1
47 49 1
47 50 1
48 49 -1
48 50 -1
48 51 -1
49 50 1
49 51 1
49 52 1
50 51 -1
50 52 -1
50 53 -1
51 52 1
51 53 1
51 54 1
52 53 -1
52 54 -1
52 55 -1
53 54 1
53 55 1
53 56 1
54 55 -1
54 56 -1
54 57 -1
55 56 1
55 57 1
55 58 1
56 57 -1
56 58 -1
56 59 -1
57 58 1
57 59 1
57 60 1
58 59 -1
58 60 -1
58 61 -1
59 60 1
59 61 1
59 62 1
60 61 -1
60 62 -1
60 63 -1
61 62 1
61 63 1
61 64 1
62 63 -1
62 64 -1
62 65 -1
63 64 1
63 65 1
63 66 1
64 65 -1
64 66 -1
64 67 -1
65 66 1
65 67 1
65 68 1
66 67 -1
66 68 -1
66 69 -1
67 68 1
67 69 1
67 70 1
68 69 -1
68 70 -1
68 71 -1
69 70 1
69 71 1
69 72 1
70 71 -1
70 72 -1
70 73 -1
71 72 1
71 73 1
71 74 1
72 73 -1
72 74 -1
72 75 -1
73 74 1
73 75 1
73 76 1
74 75 -1
74 76 -1
74 77 -1
75 76 1
75 77 1
75 78 1
76 77 -1
76 78 -1
76 79 -1
77 78 1
77 79 1
77 80 1
78 79 -1
78 80 -1
78 81 -1
79 80 1
79 81 1
79 82 1
80 81 -1
80 82 -1
80 83 -1
81 82 1
81 83 1
81 84 1
82 83 -1
82 84 -1
82 85 -1
83 84 1
83 85 1
83 86 1
84 85 -1
84 86 -1
84 87 -1
85 86 1
85 87 1
85 88 1
86 87 -1
86 88 -1
86 89 -1
87 88 1
87 89 1
87 90 1
88 89 -1
88 90 -1
88 91 -1
89 90 1
89 91 1
89 92 1
90 91 -1
90 92 -1
90 93 -1
91 92 1
91 93 1
91 94 1
92 93 -1
92 94 -1
92 95 -1
93 94 1
93 95 1
93 96 1
94 95 -1
94 96 -1
94 97 -1
95 96 1
95 97 1
95 98 1
96 97 -1
96 98 -1
96 99 -1
97 98 1
97 99 1
97 100 1
98 99 -1
98 100 -1
98 101 -1
99 100 1
99 101 1
99 102 1
100 101 -1
100 102 -1
100 103 -1
101 102 1
101 103 1
101 104 1
102 103 -1
102 104 -1
102 105 -1
103 104 1
103 105 1
103 106 1
104 105 -1
104 106 -1
104 107 -1
105 106 1
105 107 1
105 108 1
106 107 -1
106 108 -1
106 109 -1
107 108 1
107 109 1
107 110 1
108 109 -1
108 110 -1
108 111 -1
109 110 1
109 111 1
109 112 1
110 111 -1
110 112 -1
110 113 -1
111 112 1
111 113 1
111 114 1
112 113 -1
112 114 -1
112 115 -1
113 114 1
113 115 1
113 116 1
114 115 -1
114 116 -1
114 117 -1
115 116 1
115 117 1
115 118 1
116 117 -1
116 118 -1
116 119 -1
117 118 1
117 119 1
117 120 1
118 119 -1
118 120 -1
118 121 -1
119 120 1
119 121 1
119 122 1
120 121 -1
120 122 -1
120 123 -1
121 122 1
121 123 1
121 124 1
122 123 -1
122 124 -1
122 125 -1
123 124 1
123 125 1
123 126 1
124 125 -1
124 126 -1
124 127 -1
125 126 1
125 127 1
125 128 1
126 127 -1
126 128 -1
126 129 -1
127 128 1
127 129 1
127 130 1
128 129 -1
128 130 -1
128 131 -1
129 130 1
129 131 1
129 132 1
130 131 -1
130 132 -1
130 133 -1
131 132 1
131 133 1
131 134 1
132 133 -1
132 134 -1
132 135 -1
133 134 1
133 135 1
133 136 1
134 135 -1
134 136 -1
134 137 -1
135 136 1
135 137 1
135 138 1
136 137 -1
136 138 -1
136 139 -1
137 138 1
137 139 1
137 140 1
138 139 -1
138 140 -1
138 141 -1
139 140 1
139 141 1
139 142 1
140 141 -1
140 142 -1
140 143 -1
141 142 1
141 143 1
141 144 1
142 143 -1
142 144 -1
142 145 -1
143 144 1
143 145 1
143 146 1
144 145 -1
144 146 -1
144 147 -1
145 146 1
145 147 1
145 148 1
146 147 -1
146 148 -1
146 149 -1
147 148 1
147 149 1
147 150 1
148 149 -1
148 150 -1
148 151 -1
149 150 1
149 151 1
149 152 1
150 151 -1
150 152 -1
150 153 -1
151 152 1
151 153 1
151 154 1
152 153 -1
152 154 -1
152 155 -1
153 154 1
153 155 1
153 156 1
154 155 -1
154 156 -1
154 157 -1
155 156 1
155 157 1
155 158 1
156 157 -1
156 158 -1
156 159 -1
157 158 1
157 159 1
157 160 1
158 159 -1
158 160 -1
158 161 -1
159 160 1
159 161 1
159 162 1
160 161 -1
160 162 -1
160 163 -1
161 162 1
161 163 1
161 164 1
162 163 -1
162 164 -1
162 165 -1
163 164 1
163 165 1
163 166 1
164 165 -1
164 166 -1
164 167 -1
165 166 1
165 167 1
165 168 1
166 167 -1
166 168 -1
166 169 -1
167 168 1
167 169 1
167 170 1
168 169 -1
168 170 -1
168 171 -1
169 170 1
169 171 1
169 172 1
170 171 -1
170 172 -1
170 173 -1
171 172 1
171 173 1
171 174 1
172 173 -1
172 174 -1
172 175 -1
173 174 1
173 175 1
173 176 1
174 175 -1
174 176 -1
174 177 -1
175 176 1
175 177 1
175 178 1
176 177 -1
176 178 -1
176 179 -1
177 178 1
177 179 1
177 180 1
178 179 -1
178 180 -1
178 181 -1
179 180 1
179 181 1
179 182 1
180 181 -1
180 182 -1
180 183 -1
181 182 1
181 183 1
181 184 1
182 183 -1
182 184 -1
182 185 -1
183 184 1
183 185 1
183 186 1
184 185 -1
184 186 -1
184 187 -1
185 186 1
185 187 1
185 188 1
186 187 -1
186 188 -1
186 189 -1
187 188 1
187 189 1
187 190 1
188 189 -1
188 190 -1
188 191 -1
189 190 1
189 191 1
189 192 1
190 191 -1
190 192 -1
190 193 -1
191 192 1
191 193 1
191 194 1
192 193 -1
192 194 -1
192 195 -1
193 194 1
193 195 1
193 196 1
194 195 -1
194 196 -1
194 197 -1
195 196 1
195 197 1
195 198 1
196 197 -1
196 198 -1
196 199 -1
197 198 1
197 199 1
197 200 1
198 199 -1
198 200 -1
198 201 -1
199 200 1
199 201 1
199 202 1
200 201 -1
200 202 -1
200 203 -1
201 202 1
201 203 1
201 204 1
202 203 -1
202 204 -1
202 205 -1
203 204 1
203 205 1
203 206 1
204 205 -1
204 206 -1
204 207 -1
205 206 1
205 207 1
205 208 1
206 207 -1
206 208 -1
206 209 -1
207 208 1
207 209 1
207 210 1
208 209 -1
208 210 -1
208 211 -1
209 210 1
209 211 1
209 212 1
210 211 -1
210 212 -1
210 213 -1
211 212 1
211 213 1
211 214 1
212 213 -1
212 214 -1
212 215 -1
213 214 1
213 215 1
213 216 1
214 215 -1
214 216 -1
214 217 -1
215 216 1
215 217 1
215 218 1
216 217 -1
216 218 -1
216 219 -1
217 218 1
217 219 1
217 220 1
218 219 -1
218 220 -1
218 221 -1
219 220 1
219 221 1
219 222 1
220 221 -1
220 222 -1
220 223 -1
221 222 1
221 223 1
221 224 1
222 223 -1
222 224 -1
222 225 -1
223 224 1
223 225 1
223 226 1
224 225 -1
224 226 -1
224 227 -1
225 226 1
225 227 1
225 228 1
226 227 -1
226 228 -1
226 229 -1
227 228 1
227 229 1
227 230 1
228 229 -1
228 230 -1
228 231 -1
229 230 1
229 231 1
229 232 1
230 231 -1
230 232 -1
230 233 -1
231 232 1
231 233 1
231 234 1
232 233 -1
232 234 -1
232 235 -1
233 234 1
233 235 1
233 236 1
234 235 -1
234 236 -1
234 237 -1
235 236 1
235 237 1
235 238 1
236 237 -1
236 238 -1
236 239 -1
237 238 1
237 239 1
237 240 1
238 239 -1
238 240 -1
238 241 -1
239 240 1
239 241 1
239 242 1
240 241 -1
240 242 -1
240 243 -1
241 242 1
241 243 1
241 244 1
242 243 -1
242 244 -1
242 245 -1
243 244 1
243 245 1
243 246 1
244 245 -1
244 246 -1
244 247 -1
245 246 1
245 247 1
245 248 1
246 247 -1
246 248 -1
246 249 -1
247 248 1
247 249 1
247 250 1
248 249 -1
248 250 -1
249 250 -1
