64 128 
1 2 76926
2 3 136156
3 4 -89849
4 5 18227
5 6 75596
6 7 42922
7 8 -81168
8 1 39051
9 10 -100942
10 11 103747
11 12 61277
12 13 22018
13 14 -73411
14 15 97685
15 16 186653
16 9 -73888
17 18 83717
18 19 -58492
19 20 105846
20 21 -5526
21 22 -171963
22 23 -57934
23 24 34620
24 17 -16823
25 26 48641
26 27 -108716
27 28 172987
28 29 118346
29 30 105116
30 31 158376
31 32 -3650
32 25 16671
33 34 96999
34 35 195644
35 36 -90180
36 37 192867
37 38 -132898
38 39 33769
39 40 -81261
40 33 -145258
41 42 -41723
42 43 38120
43 44 177464
44 45 -20585
45 46 -99431
46 47 -71497
47 48 110184
48 41 -40115
49 50 -107981
50 51 103045
51 52 -51902
52 53 51112
53 54 113545
54 55 -45533
55 56 -129517
56 49 136793
57 58 29014
58 59 97182
59 60 -3375
60 61 157855
61 62 -10995
62 63 -9476
63 64 -82458
64 57 89771
1 9 -44913
2 10 -22715
3 11 12915
4 12 -118659
5 13 47613
6 14 23675
7 15 -31270
8 16 -74351
9 17 5849
10 18 -76475
11 19 -166014
12 20 -9584
13 21 -47118
14 22 -175606
15 23 -110609
16 24 34762
17 25 -47049
18 26 -49152
19 27 -38461
20 28 9448
21 29 71786
22 30 -78688
23 31 41429
24 32 11265
25 33 44666
26 34 74225
27 35 -138320
28 36 166055
29 37 -22457
30 38 166448
31 39 97509
32 40 -23323
33 41 208661
34 42 -5619
35 43 42192
36 44 -69349
37 45 149000
38 46 -104214
39 47 14464
40 48 -60431
41 49 123625
42 50 98812
43 51 -18975
44 52 -75532
45 53 -5774
46 54 88255
47 55 -25883
48 56 56199
49 57 97330
50 58 -190447
51 59 -43830
52 60 -176537
53 61 -138199
54 62 -113751
55 63 28509
56 64 157958
57 1 -29372
58 2 -68133
59 3 -141522
60 4 68849
61 5 -30988
62 6 -107289
63 7 31858
64 8 18180
