36 72 
1 2 -18974
2 3 76926
3 4 -75532
4 5 22017
5 6 33769
6 1 -9475
7 8 -29371
8 9 -3375
9 10 -20584
10 11 157855
11 12 -141522
12 7 34620
13 14 -44912
14 15 -89849
15 16 136156
16 17 97685
17 18 172987
18 13 41429
19 20 186653
20 21 105846
21 22 -10995
22 23 -176537
23 24 -138320
24 19 -108716
25 26 -16823
26 27 105116
27 28 -175606
28 29 68849
29 30 -60430
30 25 -171963
31 32 -51902
32 33 39052
33 34 98811
34 35 -78688
35 36 -68133
36 31 136793
1 7 113545
2 8 88254
3 9 -5619
4 10 5848
5 11 44666
6 12 23675
7 13 75596
8 14 -5526
9 15 28509
10 16 9448
11 17 -166014
12 18 16672
13 19 51112
14 20 166055
15 21 89771
16 22 18228
17 23 83717
18 24 12915
19 25 -190447
20 26 158376
21 27 34762
22 28 -9584
23 29 -41723
24 30 177465
25 31 -43830
26 32 -25882
27 33 14464
28 34 -47049
29 35 31858
30 36 -132898
31 1 38120
32 2 110184
33 3 -113751
34 4 -45534
35 5 -82458
36 6 -76475
