48 144 
1 2 -107981
2 3 -51902
3 4 9448
4 1 23675
5 6 97182
6 7 123625
7 8 34080
8 5 177464
9 10 83717
10 11 105115
11 12 74225
12 9 136156
1 5 -145258
2 6 48641
3 7 103747
4 8 -107288
5 9 98811
6 10 -5618
7 11 -23323
8 12 -138320
9 1 34620
10 2 -25882
11 3 44666
12 4 -104214
1 13 34544
2 14 -76475
3 15 -40115
4 16 31858
5 17 51112
6 18 -38461
7 19 167029
8 20 110184
9 21 -57934
10 22 -39009
11 23 132433
12 24 -49152
13 14 -58492
14 15 -44912
15 16 -3375
16 13 56198
17 18 -10995
18 19 22018
19 20 95004
20 17 32948
21 22 -22457
22 23 12915
23 24 118346
24 21 -129517
13 17 -5774
14 18 -60431
15 19 97685
16 20 82642
17 21 42191
18 22 -74351
19 23 -166014
20 24 172987
21 13 -16823
22 14 71786
23 15 195644
24 16 99956
13 25 33770
14 26 -113751
15 27 -69349
16 28 -73888
17 29 -30987
18 30 -91314
19 31 38120
20 32 61277
21 33 2912
22 34 41429
23 35 42922
24 36 -71497
25 26 97509
26 27 -176537
27 28 -3650
28 25 157855
29 30 73556
30 31 -68133
31 32 -9584
32 29 -190447
33 34 186653
34 35 14464
35 36 -47049
36 33 11265
25 29 -110609
26 30 -141522
27 31 -100942
28 32 88255
29 33 -22715
30 34 76926
31 35 113546
32 36 68849
33 25 18180
34 26 47613
35 27 149000
36 28 29014
25 37 18228
26 38 -29372
27 39 -47118
28 40 208661
29 41 136793
30 42 157957
31 43 -73411
32 44 129664
33 45 -20585
34 46 -92736
35 47 -18975
36 48 16672
37 38 89771
38 39 -99431
39 40 -45534
40 37 75597
41 42 166448
42 43 -31270
43 44 -75532
44 41 -132898
45 46 -108716
46 47 96999
47 48 -138199
48 45 -41723
37 41 -78688
38 42 -43830
39 43 -175606
40 44 -171964
41 45 39052
42 46 158376
43 47 -82458
44 48 192868
45 37 -80847
46 38 -89850
47 39 28509
48 40 -81262
37 1 -5526
38 2 166055
39 3 132027
40 4 5849
41 5 103046
42 6 97330
43 7 -9476
44 8 34762
45 9 -118660
46 10 105847
47 11 -90180
48 12 -81168
