225 420 
1 16 1
1 2 1
2 17 1
2 3 1
3 18 1
3 4 1
4 19 1
4 5 1
5 20 1
5 6 1
6 21 1
6 7 1
7 22 1
7 8 1
8 23 1
8 9 1
9 24 1
9 10 1
10 25 1
10 11 1
11 26 1
11 12 1
12 27 1
12 13 1
13 28 1
13 14 1
14 29 1
14 15 1
15 30 1
16 31 1
16 17 1
17 32 1
17 18 1
18 33 1
18 19 1
19 34 1
19 20 1
20 35 1
20 21 1
21 36 1
21 22 1
22 37 1
22 23 1
23 38 1
23 24 1
24 39 1
24 25 1
25 40 1
25 26 1
26 41 1
26 27 1
27 42 1
27 28 1
28 43 1
28 29 1
29 44 1
29 30 1
30 45 1
31 46 1
31 32 1
32 47 1
32 33 1
33 48 1
33 34 1
34 49 1
34 35 1
35 50 1
35 36 1
36 51 1
36 37 1
37 52 1
37 38 1
38 53 1
38 39 1
39 54 1
39 40 1
40 55 1
40 41 1
41 56 1
41 42 1
42 57 1
42 43 1
43 58 1
43 44 1
44 59 1
44 45 1
45 60 1
46 61 1
46 47 1
47 62 1
47 48 1
48 63 1
48 49 1
49 64 1
49 50 1
50 65 1
50 51 1
51 66 1
51 52 1
52 67 1
52 53 1
53 68 1
53 54 1
54 69 1
54 55 1
55 70 1
55 56 1
56 71 1
56 57 1
57 72 1
57 58 1
58 73 1
58 59 1
59 74 1
59 60 1
60 75 1
61 76 1
61 62 1
62 77 1
62 63 1
63 78 1
63 64 1
64 79 1
64 65 1
65 80 1
65 66 1
66 81 1
66 67 1
67 82 1
67 68 1
68 83 1
68 69 1
69 84 1
69 70 1
70 85 1
70 71 1
71 86 1
71 72 1
72 87 1
72 73 1
73 88 1
73 74 1
74 89 1
74 75 1
75 90 1
76 91 1
76 77 1
77 92 1
77 78 1
78 93 1
78 79 1
79 94 1
79 80 1
80 95 1
80 81 1
81 96 1
81 82 1
82 97 1
82 83 1
83 98 1
83 84 1
84 99 1
84 85 1
85 100 1
85 86 1
86 101 1
86 87 1
87 102 1
87 88 1
88 103 1
88 89 1
89 104 1
89 90 1
90 105 1
91 106 1
91 92 1
92 107 1
92 93 1
93 108 1
93 94 1
94 109 1
94 95 1
95 110 1
95 96 1
96 111 1
96 97 1
97 112 1
97 98 1
98 113 1
98 99 1
99 114 1
99 100 1
100 115 1
100 101 1
101 116 1
101 102 1
102 117 1
102 103 1
103 118 1
103 104 1
104 119 1
104 105 1
105 120 1
106 121 1
106 107 1
107 122 1
107 108 1
108 123 1
108 109 1
109 124 1
109 110 1
110 125 1
110 111 1
111 126 1
111 112 1
112 127 1
112 113 1
113 128 1
113 114 1
114 129 1
114 115 1
115 130 1
115 116 1
116 131 1
116 117 1
117 132 1
117 118 1
118 133 1
118 119 1
119 134 1
119 120 1
120 135 1
121 136 1
121 122 1
122 137 1
122 123 1
123 138 1
123 124 1
124 139 1
124 125 1
125 140 1
125 126 1
126 141 1
126 127 1
127 142 1
127 128 1
128 143 1
128 129 1
129 144 1
129 130 1
130 145 1
130 131 1
131 146 1
131 132 1
132 147 1
132 133 1
133 148 1
133 134 1
134 149 1
134 135 1
135 150 1
136 151 1
136 137 1
137 152 1
137 138 1
138 153 1
138 139 1
139 154 1
139 140 1
140 155 1
140 141 1
141 156 1
141 142 1
142 157 1
142 143 1
143 158 1
143 144 1
144 159 1
144 145 1
145 160 1
145 146 1
146 161 1
146 147 1
147 162 1
147 148 1
148 163 1
148 149 1
149 164 1
149 150 1
150 165 1
151 166 1
151 152 1
152 167 1
152 153 1
153 168 1
153 154 1
154 169 1
154 155 1
155 170 1
155 156 1
156 171 1
156 157 1
157 172 1
157 158 1
158 173 1
158 159 1
159 174 1
159 160 1
160 175 1
160 161 1
161 176 1
161 162 1
162 177 1
162 163 1
163 178 1
163 164 1
164 179 1
164 165 1
165 180 1
166 181 1
166 167 1
167 182 1
167 168 1
168 183 1
168 169 1
169 184 1
169 170 1
170 185 1
170 171 1
171 186 1
171 172 1
172 187 1
172 173 1
173 188 1
173 174 1
174 189 1
174 175 1
175 190 1
175 176 1
176 191 1
176 177 1
177 192 1
177 178 1
178 193 1
178 179 1
179 194 1
179 180 1
180 195 1
181 196 1
181 182 1
182 197 1
182 183 1
183 198 1
183 184 1
184 199 1
184 185 1
185 200 1
185 186 1
186 201 1
186 187 1
187 202 1
187 188 1
188 203 1
188 189 1
189 204 1
189 190 1
190 205 1
190 191 1
191 206 1
191 192 1
192 207 1
192 193 1
193 208 1
193 194 1
194 209 1
194 195 1
195 210 1
196 211 1
196 197 1
197 212 1
197 198 1
198 213 1
198 199 1
199 214 1
199 200 1
200 215 1
200 201 1
201 216 1
201 202 1
202 217 1
202 203 1
203 218 1
203 204 1
204 219 1
204 205 1
205 220 1
205 206 1
206 221 1
206 207 1
207 222 1
207 208 1
208 223 1
208 209 1
209 224 1
209 210 1
210 225 1
211 212 1
212 213 1
213 214 1
214 215 1
215 216 1
216 217 1
217 218 1
218 219 1
219 220 1
220 221 1
221 222 1
222 223 1
223 224 1
224 225 1
