110 600 
1 81 1
1 58 1
1 87 1
1 37 1
1 75 1
1 17 1
1 110 1
1 7 1
1 40 1
2 8 1
2 92 1
2 97 1
2 17 1
2 23 1
2 75 1
2 91 1
2 56 1
2 58 1
2 52 1
2 28 1
3 13 1
3 72 1
3 105 1
3 51 1
3 96 1
3 90 1
3 57 1
3 21 1
3 74 1
3 52 1
3 65 1
3 106 1
3 6 1
3 22 1
4 99 1
4 31 1
4 51 1
4 69 1
4 73 1
4 107 1
4 43 1
4 78 1
4 14 1
4 29 1
4 86 1
4 11 1
4 84 1
5 25 1
5 73 1
5 74 1
5 41 1
5 40 1
5 24 1
5 83 1
5 105 1
5 10 1
6 102 1
6 99 1
6 36 1
6 87 1
6 54 1
6 84 1
6 62 1
6 52 1
6 16 1
6 73 1
6 64 1
6 61 1
7 99 1
7 75 1
7 79 1
7 85 1
7 88 1
7 67 1
7 73 1
7 21 1
7 95 1
7 23 1
7 74 1
7 49 1
7 56 1
7 43 1
7 38 1
8 17 1
8 57 1
8 68 1
8 19 1
8 26 1
8 31 1
8 89 1
8 98 1
9 28 1
9 95 1
9 100 1
9 36 1
9 55 1
9 46 1
9 56 1
9 87 1
9 18 1
9 23 1
9 106 1
9 24 1
9 70 1
10 12 1
10 32 1
10 80 1
10 77 1
10 66 1
10 39 1
10 105 1
10 60 1
11 68 1
11 25 1
11 16 1
11 34 1
11 94 1
11 24 1
11 78 1
11 92 1
11 79 1
11 52 1
11 70 1
12 31 1
12 108 1
12 98 1
12 59 1
12 33 1
12 20 1
12 56 1
12 30 1
12 28 1
12 14 1
12 97 1
12 60 1
12 13 1
13 43 1
13 95 1
13 87 1
13 57 1
13 22 1
13 52 1
13 60 1
13 32 1
13 96 1
14 100 1
14 71 1
14 25 1
14 101 1
14 77 1
14 42 1
14 36 1
15 55 1
15 58 1
15 106 1
15 56 1
15 78 1
15 65 1
15 17 1
15 51 1
15 18 1
15 64 1
15 23 1
15 36 1
16 75 1
16 79 1
16 73 1
16 86 1
16 45 1
16 60 1
16 71 1
16 35 1
16 107 1
16 46 1
16 20 1
17 44 1
17 89 1
17 102 1
17 92 1
17 75 1
18 59 1
18 108 1
18 91 1
18 21 1
18 38 1
18 88 1
18 84 1
18 26 1
18 23 1
19 55 1
19 23 1
19 88 1
19 38 1
19 33 1
19 67 1
19 36 1
19 85 1
19 105 1
20 52 1
20 31 1
20 85 1
20 109 1
20 90 1
20 23 1
20 24 1
20 59 1
20 95 1
20 77 1
20 87 1
20 51 1
21 45 1
21 24 1
21 40 1
21 39 1
21 104 1
21 73 1
21 67 1
21 49 1
21 43 1
21 38 1
21 35 1
21 71 1
22 99 1
22 64 1
22 24 1
22 101 1
22 55 1
23 69 1
23 95 1
23 78 1
23 57 1
23 43 1
23 96 1
24 55 1
24 103 1
24 78 1
24 89 1
24 106 1
24 64 1
24 82 1
25 102 1
25 38 1
25 30 1
25 56 1
25 44 1
25 47 1
25 36 1
25 70 1
26 57 1
26 42 1
26 101 1
26 80 1
26 93 1
26 52 1
26 60 1
26 106 1
26 73 1
27 110 1
27 36 1
27 67 1
27 85 1
27 60 1
27 63 1
28 82 1
28 91 1
28 79 1
28 92 1
28 70 1
28 42 1
28 76 1
28 85 1
28 69 1
28 34 1
29 81 1
29 30 1
29 68 1
29 58 1
29 63 1
29 80 1
30 70 1
30 82 1
30 34 1
30 40 1
30 101 1
30 95 1
30 59 1
30 81 1
30 45 1
31 56 1
31 72 1
31 75 1
31 102 1
31 55 1
31 79 1
31 78 1
31 89 1
31 69 1
31 70 1
31 42 1
31 36 1
32 95 1
32 78 1
32 57 1
32 103 1
33 53 1
33 63 1
33 75 1
33 36 1
33 77 1
33 71 1
33 51 1
33 90 1
33 72 1
34 48 1
34 92 1
34 81 1
34 103 1
34 71 1
34 42 1
34 62 1
34 43 1
34 80 1
34 78 1
34 75 1
35 67 1
35 73 1
35 52 1
35 85 1
35 39 1
35 92 1
35 74 1
35 65 1
35 104 1
36 52 1
36 58 1
36 71 1
36 39 1
36 102 1
36 105 1
36 76 1
36 88 1
37 99 1
37 58 1
