40	1600	3	0
0	0	1
1	0	2
1	1	3
2	2	2
3	2	2
3	3	1
4	2	2
4	4	3
5	5	1
6	2	2
6	3	2
6	5	2
6	6	4
7	2	2
7	3	2
7	4	4
7	6	6
7	7	5
8	6	2
8	7	2
8	8	2
9	4	2
9	5	2
9	6	4
9	7	4
9	9	5
10	6	2
10	7	2
10	8	2
10	9	4
10	10	3
11	5	2
11	6	2
11	8	2
11	9	6
11	10	4
11	11	5
12	6	2
12	7	2
12	9	6
12	10	4
12	11	4
12	12	4
13	8	2
13	9	2
13	10	2
13	11	6
13	12	4
13	13	5
14	11	2
14	13	4
14	14	3
15	9	2
15	10	2
15	11	2
15	12	4
15	13	2
15	14	2
15	15	3
16	12	2
16	13	2
16	14	2
16	15	4
16	16	2
17	12	2
17	13	2
17	15	2
17	16	2
17	17	2
18	14	2
18	15	2
18	16	2
18	18	4
19	18	2
19	19	2
20	20	2
21	18	2
21	19	2
21	20	4
21	21	5
22	18	2
22	19	2
22	20	2
22	21	6
22	22	4
23	19	2
23	20	2
23	21	4
23	22	4
23	23	2
24	19	2
24	20	4
24	21	6
24	22	6
24	23	4
24	24	4
25	19	2
25	20	2
25	21	4
25	22	6
25	23	4
25	24	6
25	25	3
26	26	1
27	21	2
27	26	2
27	27	4
28	26	2
28	27	4
28	28	4
29	26	2
29	27	4
29	28	4
29	29	3
30	27	4
30	28	4
30	29	2
30	30	5
31	27	2
31	28	2
31	29	2
31	30	6
31	31	4
32	27	2
32	28	2
32	29	2
32	30	6
32	31	4
32	32	4
33	28	2
33	29	2
33	30	2
33	31	2
33	32	2
33	33	4
34	30	4
34	31	2
34	32	4
34	33	6
34	34	6
35	33	2
35	34	4
35	35	3
36	32	2
36	33	2
36	34	4
36	36	3
37	32	2
37	33	4
37	34	8
37	35	6
37	36	4
37	37	5
38	36	2
38	38	1
39	33	2
39	34	2
39	35	2
39	36	2
39	37	2
39	38	2
39	39	2
