60	3600	5	1
0	0	1
1	0	0.1
1	1	1
2	0	0.2
2	1	0.1
2	2	1
3	1	-0.3
3	3	1
4	0	-0.5
4	1	0.6
4	2	-0.3
4	3	-0.3
4	4	1
5	0	0.7
5	1	0.4
5	2	0.7
5	3	-0.1
5	4	-0.4
5	5	1
6	0	0.1
6	1	0.2
6	2	-0.1
6	3	-0.9
6	6	1
7	0	-0.1
7	1	0.4
7	2	0.1
7	3	-0.3
7	5	0.2
7	6	-0.2
7	7	1
8	0	0.3
8	2	0.3
8	3	-0.3
8	4	-0.4
8	5	0.2
8	6	0.6
8	8	1
9	0	-0.2
9	1	0.1
9	2	0.2
9	3	-0.4
9	4	0.3
9	5	-0.3
9	6	0.3
9	7	0.1
9	8	0.3
9	9	1
10	0	0.3
10	2	0.5
10	3	-0.3
10	5	0.2
10	6	0.8
10	7	-0.2
10	8	0.6
10	9	0.3
10	10	1
11	0	-0.1
11	1	0.2
11	2	-0.1
11	3	-0.3
11	4	0.2
11	5	-0.4
11	8	-0.6
11	9	-0.3
11	10	0.4
11	11	1
12	0	0.1
12	1	-0.8
12	2	0.1
12	3	0.3
12	4	-0.4
12	5	-0.2
12	6	-0.6
12	9	-0.5
12	10	-0.4
12	11	-0.4
12	12	1
13	0	-0.1
13	2	0.5
13	3	-0.1
13	4	-0.2
13	6	0.8
13	7	-0.4
13	9	-0.1
13	10	0.4
13	11	-0.2
13	13	1
14	1	-0.1
14	3	0.4
14	4	0.1
14	5	-0.1
14	6	-0.5
14	7	0.5
14	8	0.3
14	9	-0.2
14	10	-0.3
14	11	-0.3
14	12	0.1
14	13	-0.5
14	14	1
15	0	0.9
15	2	0.1
15	3	-0.3
15	4	-0.2
15	5	0.6
15	7	-0.4
15	8	0.4
15	9	0.1
15	11	-0.4
15	12	0.2
15	13	-0.6
15	14	0.3
15	15	1
16	0	-0.5
16	1	0.4
16	2	-0.3
16	3	-0.1
16	5	-0.2
16	6	0.2
16	7	0.6
16	8	-0.2
16	9	-0.3
16	10	-0.2
16	11	0.6
16	13	-0.2
16	14	-0.1
16	15	-0.6
16	16	1
17	0	0.3
17	2	-0.3
17	3	-0.7
17	4	-0.2
17	5	-0.2
17	6	0.4
17	9	0.1
17	10	0.2
17	11	0.2
17	12	0.4
17	13	0.2
17	14	-0.5
17	15	-0.4
17	17	1
18	1	0.1
18	2	0.4
18	3	0.2
18	4	0.5
18	5	-0.3
18	6	-0.1
18	7	-0.1
18	8	0.1
18	10	0.5
18	11	0.3
18	12	0.3
18	13	-0.1
18	15	-0.1
18	16	0.3
18	17	0.1
18	18	1
19	0	-0.2
19	1	-0.1
19	2	0.2
19	3	0.8
19	4	-0.5
19	5	0.1
19	6	-0.9
19	7	0.5
19	8	-0.5
19	9	-0.6
19	10	-0.1
19	11	0.3
19	12	0.5
19	13	-0.1
19	14	0.2
19	15	-0.3
19	16	0.5
19	17	-0.3
19	18	0.2
19	19	1
20	0	-0.6
20	1	0.3
20	2	-0.6
20	4	0.3
20	5	-0.3
20	6	0.3
20	7	-0.1
20	8	0.1
20	9	-0.4
20	10	-0.1
20	11	-0.1
20	12	-0.1
20	13	-0.1
20	14	0.2
20	15	0.1
20	16	0.1
20	17	-0.1
20	18	0.2
20	20	1
21	0	-0.5
21	1	0.2
21	2	0.1
21	3	-0.1
21	4	0.6
21	5	-0.2
21	7	-0.4
21	8	0.2
21	9	0.3
21	10	-0.2
21	11	-0.4
21	12	0.2
21	13	0.4
21	14	-0.5
21	15	0.4
21	16	-0.2
21	17	-0.4
21	18	-0.1
21	19	-0.3
21	20	0.3
21	21	1
22	0	-0.1
22	2	0.1
22	3	0.3
22	4	-0.2
22	5	-0.4
22	7	-0.6
22	9	-0.3
22	10	-0.6
22	12	0.4
22	13	0.8
22	14	-0.3
22	15	-0.2
22	17	-0.2
22	18	0.1
22	19	0.1
22	20	-0.5
22	21	0.4
22	22	1
23	0	0.2
23	1	0.3
23	3	-0.4
23	4	-0.5
23	5	0.1
23	6	0.3
23	7	-0.1
23	8	0.3
23	10	0.1
23	11	0.5
23	12	-0.3
23	13	0.3
23	14	-0.2
23	15	-0.1
23	16	0.3
23	17	0.5
23	19	-0.4
23	20	0.2
23	21	-0.3
23	22	-0.1
23	23	1
24	0	-0.1
24	1	-0.4
24	2	0.1
24	3	0.3
24	4	-0.4
24	7	-0.2
24	8	0.2
24	9	-0.5
24	10	0.2
24	12	-0.4
24	13	0.4
24	14	-0.1
24	15	-0.4
24	18	-0.7
24	19	0.1
24	20	-0.5
24	21	-0.2
24	23	0.1
24	24	1
25	0	-0.4
25	1	-0.3
25	2	0.2
25	3	-0.2
25	4	-0.3
25	5	0.1
25	6	-0.1
25	7	-0.3
25	8	0.5
25	9	0.2
25	10	0.7
25	11	-0.1
25	12	0.1
25	13	0.3
25	15	0.3
25	16	-0.5
25	17	-0.1
25	18	-0.4
25	19	0.4
25	20	0.2
25	21	0.5
25	22	-0.1
25	23	-0.2
25	24	0.1
25	25	1
26	0	0.3
26	1	-0.2
26	2	-0.1
26	3	-0.1
26	4	-0.4
26	5	-0.2
26	6	-0.6
26	7	-0.2
26	9	-0.1
26	10	-0.4
26	11	-0.2
26	12	0.4
26	14	0.3
26	15	0.2
26	16	-0.4
26	18	0.1
26	19	0.5
26	20	-0.5
26	21	-0.4
26	22	0.6
26	23	-0.5
26	25	0.5
26	26	1
27	0	0.4
27	1	0.1
27	2	0.2
27	3	-0.2
27	4	0.1
27	5	-0.1
27	6	0.5
27	7	-0.1
27	8	0.5
27	10	0.5
27	11	0.3
27	12	-0.1
27	13	0.3
27	14	-0.2
27	15	0.1
27	16	0.3
27	17	-0.1
27	18	0.6
27	19	0.2
27	21	0.3
27	22	0.5
27	23	-0.2
27	24	-0.3
27	26	0.1
27	27	1
28	0	0.2
28	1	0.1
28	2	0.4
28	4	-0.1
28	5	-0.3
28	6	-0.1
28	7	0.1
28	8	0.1
28	9	0.2
28	10	-0.3
28	11	0.1
28	12	-0.3
28	13	0.3
28	15	-0.1
28	16	0.1
28	17	-0.1
28	18	-0.6
28	19	0.2
28	20	-0.6
28	21	0.3
28	22	0.1
28	23	0.2
28	24	0.5
28	25	0.2
28	26	-0.1
28	27	0.2
28	28	1
29	1	0.3
29	2	-0.2
29	3	-0.4
29	4	0.5
29	5	-0.3
29	6	0.5
29	7	0.7
29	8	-0.1
29	9	0.4
29	10	0.3
29	11	0.3
29	12	0.1
29	13	0.3
29	14	0.2
29	15	-0.5
29	16	0.7
29	17	0.1
29	18	0.6
29	20	-0.2
29	21	-0.1
29	22	-0.1
29	23	0.4
29	24	-0.5
29	25	-0.4
29	26	-0.1
29	27	0.4
29	28	0.2
29	29	1
30	0	0.8
30	1	-0.1
30	2	-0.2
30	3	0.4
30	4	-0.7
30	5	0.3
30	6	0.1
30	7	0.1
30	8	0.1
30	9	-0.2
30	10	-0.1
30	11	-0.3
30	12	0.1
30	13	0.1
30	14	0.2
30	15	0.3
30	16	-0.1
30	17	-0.5
30	18	-0.8
30	19	0.6
30	20	-0.4
30	21	-0.1
30	22	0.1
30	23	0.2
30	24	0.1
30	26	0.3
30	27	0.2
30	28	0.4
30	29	0.4
30	30	1
31	0	-0.3
31	1	-0.2
31	2	0.3
31	3	0.3
31	4	0.4
31	5	-0.4
31	6	-0.6
31	8	-0.2
31	9	0.1
31	12	0.2
31	13	-0.2
31	14	-0.1
31	15	-0.4
31	16	-0.2
31	18	0.7
31	19	0.1
31	20	0.1
31	23	-0.1
31	25	-0.5
31	26	-0.4
31	27	0.3
31	28	-0.1
31	29	-0.1
31	30	-0.5
31	31	1
32	0	-0.1
32	2	0.3
32	3	0.1
32	4	-0.2
32	5	-0.2
32	6	0.2
32	7	-0.2
32	8	0.2
32	9	0.3
32	10	0.2
32	11	-0.6
32	13	0.4
32	14	-0.1
32	16	0.2
32	18	-0.1
32	19	-0.1
32	20	-0.7
32	21	0.4
32	22	0.4
32	23	-0.3
32	24	0.6
32	25	0.3
32	26	0.2
32	27	0.1
32	28	0.3
32	29	-0.1
32	30	0.3
32	32	1
33	0	-0.1
33	1	0.2
33	2	-0.1
33	3	0.3
33	4	0.2
33	5	-0.4
33	6	0.2
33	8	-0.2
33	9	-0.3
33	10	0.2
33	11	0.6
33	12	-0.2
33	13	0.2
33	14	-0.5
33	15	-0.8
33	17	0.4
33	18	-0.1
33	19	-0.1
33	20	0.1
33	22	-0.2
33	23	-0.1
33	24	0.2
33	25	-0.1
33	26	-0.6
33	27	-0.1
33	28	0.5
33	29	-0.1
33	30	-0.3
33	32	-0.4
33	33	1
34	0	-0.3
34	1	-0.2
34	2	-0.1
34	3	0.7
34	4	-0.2
34	5	-0.6
34	7	0.4
34	8	0.2
34	9	0.3
34	11	-0.4
34	13	0.2
34	14	0.5
34	15	-0.4
34	16	0.2
34	17	-0.4
34	18	0.1
34	19	0.3
34	20	0.3
34	21	0.4
34	22	0.2
34	23	-0.5
34	25	0.1
34	27	0.1
34	28	-0.1
34	29	0.1
34	30	0.1
34	32	0.6
34	33	-0.2
34	34	1
35	0	0.4
35	1	-0.3
35	2	0.4
35	3	0.2
35	4	-0.5
35	5	0.1
35	6	-0.3
35	7	-0.5
35	8	0.1
35	10	-0.1
35	11	0.3
35	12	-0.1
35	13	0.3
35	15	0.3
35	16	-0.1
35	17	-0.3
35	19	0.2
35	20	-0.8
35	21	-0.3
35	22	0.5
35	23	0.2
35	24	0.3
35	25	-0.4
35	26	0.5
35	27	0.4
35	28	0.2
35	29	-0.4
35	30	0.4
35	31	0.1
35	32	0.3
35	33	-0.5
35	34	-0.3
35	35	1
36	0	-0.2
36	1	0.1
36	3	0.2
36	4	-0.3
36	5	0.3
36	6	-0.1
36	7	0.1
36	8	-0.3
36	10	0.1
36	11	-0.1
36	12	-0.3
36	13	-0.1
36	14	0.6
36	15	0.1
36	16	0.1
36	17	0.1
36	18	-0.2
36	20	0.2
36	21	-0.1
36	22	-0.5
36	23	0.2
36	24	-0.1
36	26	-0.5
36	28	-0.2
36	31	-0.1
36	32	-0.1
36	33	-0.1
36	34	-0.1
36	35	0.2
36	36	1
37	0	-0.3
37	1	-0.2
37	2	0.1
37	3	-0.1
