73,,
0.4265,-0.4189,0.1379
0.4706,-0.3582,0.1469
0.4294,-0.4209,0.0588
0.4991,-0.3167,0.1011
0.4997,-0.3184,0.0854
0.473,-0.3603,0.0483
0.4994,-0.2956,0.1068
0.5,-0.2988,0.0853
0.3618,-0.4488,0.1474
0.4301,-0.3484,0.2018
0.3638,-0.4555,0.0484
0.4135,-0.4059,-0.0007
0.3518,-0.4186,0.2018
0.432,-0.3497,-0.0144
0.4323,-0.3001,0.1967
0.2768,-0.4763,0.1468
0.4598,-0.2647,0.1422
0.3504,-0.4268,-0.0146
0.3611,-0.355,0.2208
0.2637,-0.444,0.2411
0.2727,-0.4821,0.0477
0.4583,-0.266,0.0478
0.431,-0.3056,-0.0074
0.2309,-0.4329,0.2872
0.1823,-0.4791,0.2355
0.2849,-0.3711,0.262
0.3622,-0.3591,-0.0351
0.1795,-0.4459,0.298
0.2643,-0.4457,-0.042
0.2213,-0.4029,0.285
0.3934,-0.2561,0.1707
0.1709,-0.4825,0.1626
0.3539,-0.2725,0.2321
0.2515,-0.3437,0.3044
0.3048,-0.3795,-0.0682
0.1758,-0.487,0.0278
0.2412,-0.4308,-0.1115
0.3985,-0.2535,0.0205
0.4085,-0.2235,0.0887
0.1785,-0.4811,-0.0507
0.0869,-0.4536,0.3123
0.3034,-0.2724,0.2777
0.181,-0.3613,0.333
0.3637,-0.2721,-0.0452
0.1782,-0.4516,-0.1348
0.0899,-0.4638,0.2315
0.3981,-0.1761,0.1433
0.2597,-0.2704,0.3095
0.2682,-0.3563,-0.1324
-0.001,-0.4575,0.3339
0.4025,-0.177,0.0497
0.3519,-0.1803,0.2391
0.0947,-0.4676,0.1418
0.3222,-0.27,-0.1009
0.3121,-0.1793,0.2841
0.0916,-0.4696,0.0495
0.0897,-0.3603,0.352
0.1819,-0.2717,0.3552
0.0878,-0.4605,-0.1424
0.3708,-0.1794,-0.0465
0.0917,-0.4619,-0.055
-0.0898,-0.4566,0.3248
0.2697,-0.182,0.3148
-0.0007,-0.4589,0.2263
0.3838,-0.0883,0.144
0.3463,-0.094,0.2302
0.1824,-0.3592,-0.1742
0.3903,-0.0871,0.0496
0.2713,-0.268,-0.1445
-0.0001,-0.4626,0.1438
-0.0993,-0.4688,0.2391
0.3291,-0.1776,-0.1045
0.0003,-0.4622,0.0488
