363,,
0.0724,-0.2014,-0.0037
-0.2237,-0.7338,0.1489
-0.5942,-0.5141,0.2569
0.1861,-0.5945,0.4715
-0.2598,0.2284,0.0865
0.2576,-0.6874,0.2523
-0.4105,-0.2415,-0.0774
-0.4673,-0.6272,-0.0949
-0.2844,-0.2013,0.0203
0.262,-0.2617,0.4755
-0.556,0.1593,-0.026
-0.0835,-0.4382,0.532
-0.0608,-0.6973,0.415
-0.3058,-0.6289,-0.1212
0.0658,-0.5231,0.5234
-0.4935,0.0731,-0.126
-0.686,-0.49,0.1061
-0.5269,-0.4545,-0.1865
-0.5298,0.092,-0.2617
0.3048,-0.3877,0.0101
-0.3934,-0.1486,0.2791
0.4383,-0.3753,0.2035
-0.6133,-0.5153,-0.1093
-0.3521,-0.7371,-0.0216
-0.7631,-0.2178,0.2103
-0.1188,-0.2487,0.44
-0.7956,-0.0954,0.2256
-0.5195,-0.0473,0.0208
-0.2685,-0.619,-0.1957
0.0275,-0.2077,-0.0106
0.1024,-0.3327,-0.0779
-0.3794,0.0512,0.1524
-0.6365,-0.1938,0.463
0.1957,-0.4143,0.5342
0.1875,-0.3226,0.5133
-0.7206,0.1128,0.251
-0.4645,-0.008,0.2993
-0.5756,-0.3742,0.3972
-0.2369,0.0715,0.0414
-0.4874,0.1166,-0.3507
-0.497,0.093,0.1323
0.0821,-0.6972,-0.0118
-0.3561,-0.632,0.2894
0.1328,-0.1548,0.0683
-0.1628,-0.5886,-0.248
0.3958,-0.2,0.312
-0.7633,0.0169,0.243
0.0129,-0.5531,-0.1767
-0.4654,0.2039,-0.3632
-0.414,0.2009,-0.3749
-0.2331,-0.555,0.3684
0.2285,-0.3174,-0.0187
0.4439,-0.2864,0.3135
-0.0771,-0.617,0.4318
-0.0477,-0.6798,-0.1545
-0.4016,0.2813,-0.3811
-0.4899,0.0921,0.2714
0.0341,-0.7065,0.3115
0.454,-0.3759,0.3087
-0.5265,-0.2444,0.3933
-0.1105,-0.1789,0.3887
0.3549,-0.1637,0.346
-0.6989,-0.4121,0.2589
-0.4836,0.137,-0.008
-0.2326,-0.3697,0.4516
-0.4725,0.0982,-0.2487
-0.7298,-0.4251,0.0188
-0.8027,-0.1006,0.2215
-0.6246,0.0689,0.4509
0.433,-0.2842,0.207
-0.1047,0.1473,0.0123
-0.2942,-0.3718,-0.1558
